# w mse
3.000000000000000000e+00 5.356434685051412493e-03
5.000000000000000000e+00 6.639136436864814632e-03
9.000000000000000000e+00 1.367309690598204203e-02
1.700000000000000000e+01 3.446071057631957396e-02
3.300000000000000000e+01 8.993849060653399952e-02
6.500000000000000000e+01 2.287201065714891679e-01
1.290000000000000000e+02 5.482805477244712122e-01
2.570000000000000000e+02 1.215348595687541389e+00
5.130000000000000000e+02 2.549757145637503886e+00
1.025000000000000000e+03 4.613258918310155110e+00
2.049000000000000000e+03 4.619523856080240520e+00
4.097000000000000000e+03 6.752782398107203043e+00
8.193000000000000000e+03 1.093934101576271800e+01
