# w mse
3.000000000000000000e+00 5.253716071854890382e-03
5.000000000000000000e+00 8.894655935191973783e-03
9.000000000000000000e+00 2.199298859157018671e-02
1.700000000000000000e+01 5.824586856342959390e-02
3.300000000000000000e+01 1.486892667729338702e-01
6.500000000000000000e+01 3.508305025046820069e-01
1.290000000000000000e+02 7.829313969000119000e-01
2.570000000000000000e+02 1.639682900349826111e+00
5.130000000000000000e+02 3.190701520851130013e+00
1.025000000000000000e+03 5.000390042973279492e+00
2.049000000000000000e+03 4.725112635280921403e+00
4.097000000000000000e+03 5.519783309828484086e+00
8.193000000000000000e+03 7.675329827497511026e+00
