# w mse
3.000000000000000000e+00 5.759281677924684697e-04
5.000000000000000000e+00 1.484090635576565311e-03
9.000000000000000000e+00 2.796437015704030665e-03
1.700000000000000000e+01 4.201958844784883969e-03
3.300000000000000000e+01 8.326158743868954451e-03
6.500000000000000000e+01 2.078986315959576586e-02
1.290000000000000000e+02 6.001842774740694109e-02
2.570000000000000000e+02 2.010457280785777345e-01
5.130000000000000000e+02 6.530012034796179865e-01
1.025000000000000000e+03 1.907465975764914834e+00
2.049000000000000000e+03 4.106231257270050783e+00
4.097000000000000000e+03 6.815018105598193543e+00
8.193000000000000000e+03 1.011963245365874187e+01
