# w mse
3.000000000000000000e+00 5.188714002667963593e-03
5.000000000000000000e+00 3.047329451905315349e-03
9.000000000000000000e+00 3.892808271488319878e-03
1.700000000000000000e+01 7.095238769258956253e-03
3.300000000000000000e+01 1.729922469672682400e-02
6.500000000000000000e+01 4.611270915683979982e-02
1.290000000000000000e+02 1.168089767956278224e-01
2.570000000000000000e+02 2.801107087340498070e-01
5.130000000000000000e+02 6.693760835961303224e-01
1.025000000000000000e+03 1.519478912716793806e+00
2.049000000000000000e+03 3.079227467605705648e+00
4.097000000000000000e+03 5.764202360821469640e+00
8.193000000000000000e+03 6.809356071675739308e+00
1.638500000000000000e+04 8.770185882451189130e+00
3.276900000000000000e+04 1.462325690100160003e+01
