# w mse
3.000000000000000000e+00 6.166580998140656564e-03
5.000000000000000000e+00 3.493926259574444467e-03
9.000000000000000000e+00 4.250622686386434576e-03
1.700000000000000000e+01 6.930053042914949626e-03
3.300000000000000000e+01 1.417864679636278435e-02
6.500000000000000000e+01 3.204231178200012131e-02
1.290000000000000000e+02 7.420933633167729748e-02
2.570000000000000000e+02 1.694784252616700349e-01
5.130000000000000000e+02 3.866249622599956526e-01
1.025000000000000000e+03 7.967511736038019876e-01
2.049000000000000000e+03 1.270000034904108066e+00
4.097000000000000000e+03 1.833644184973149738e+00
8.193000000000000000e+03 2.674765299739457536e+00
1.638500000000000000e+04 3.911815914883743250e+00
3.276900000000000000e+04 5.544795719833466308e+00
