# theta phi
1.467969090148061468e+02 1.227080386563707322e+02
-3.999844668149011540e+01 5.815937132619138339e+01
2.982664145599601824e+01 1.215200915234576229e+02
-5.674342323528503584e+01 1.199252166310479737e+02
1.453420842491882183e+02 5.716574619346403097e+01
1.223536223428352514e+02 1.224352452549178878e+02
1.364202555417110716e+02 1.206761763667356462e+02
1.404496147782553521e+02 1.224478172978671182e+02
-3.647482165893774209e+01 6.050647891464785033e+01
-3.320309098519388158e+01 5.729196134362926784e+01
1.400015533185098775e+02 1.218406286738086095e+02
-1.501733585440040031e+02 5.847990847654239133e+01
1.232565767647149784e+02 6.007478336895202631e+01
-3.465791575081177456e+01 1.228342538065359975e+02
-5.764637765716477702e+01 5.756475474508214063e+01
-4.357974445828892840e+01 5.932382363326433961e+01
-3.955038522174464788e+01 5.755218270213290310e+01
1.435251783410622579e+02 1.194935210853521568e+02
3.485260808930672027e+01 6.045442277321390634e+01
1.434628547667518603e+02 5.706765748335789823e+01
-3.636242365028192580e+01 1.222902155207844856e+02
-5.507047696243296286e+01 5.937246982639461379e+01
-1.467320814902645054e+02 1.202719322547299043e+02
3.697502599253914468e+01 5.671467362328284878e+01
-3.716746946502086502e+01 1.213412528833968338e+02
-1.460077366688360598e+02 1.212817244214877945e+02
1.237377557636113892e+02 5.320111520068542177e+01
1.241775558577030978e+02 5.482833478355294687e+01
1.273119211078225277e+02 5.919124324325697017e+01
-4.940457959786858311e+01 1.231676273049994563e+02
-2.880158104748801762e+01 1.222347933494705359e+02
-5.307950497787908972e+01 5.800301477884315204e+01
-4.336776524195364857e+01 5.846638299955201745e+01
1.380954195122243391e+02 1.228062234536097890e+02
1.377263144415592819e+02 1.226643960598047727e+02
1.225679148916969439e+02 1.218333323920011821e+02
-1.002029923181339228e+02 8.792158217464549352e+01
-1.451473919106932726e+02 1.195455772267860937e+02
-3.653714523324815389e+01 1.229323425166421231e+02
1.436375763497180742e+02 5.770978447921551435e+01
1.249295230375670371e+02 1.206275301736053933e+02
3.326791850973550879e+01 5.972806774527009566e+01
-1.430249740074608837e+02 1.232853263767171654e+02
1.428325305349791563e+02 5.865874711660319463e+01
3.399226333116396859e+01 5.871827557851219836e+01
-5.626224423638860372e+01 1.267988847993145782e+02
-5.582244414229689511e+01 1.251716652164470815e+02
-5.268807889217750073e+01 1.208087567567430511e+02
1.305954204021314240e+02 5.683237269500055788e+01
1.511984189525119859e+02 5.776520665052945702e+01
1.269204950221209032e+02 1.219969852211568480e+02
1.366322347580463656e+02 1.215336170004480039e+02
-4.190458048777564670e+01 5.719377654639021102e+01
-4.227368555844073938e+01 5.733560394019524864e+01
-5.743208510830305613e+01 5.816666760799883917e+01
7.979700768186609139e+01 9.207841782535450648e+01
3.235469537765577286e+01 5.676099026389110946e+01
-4.525887907797606147e+01 1.235440330049460300e+02
-4.758753398938348056e+01 1.207107514618928263e+02
-5.127066512866943526e+01 1.216955577095001786e+02
-4.125959267485178117e+01 1.225811094813411870e+02
-4.600751930625190056e+01 1.228767745662534878e+02
1.290238548437340853e+02 5.726242705127252464e+01
1.414608693161203519e+02 6.010328381969966216e+01
-1.453334625900963317e+02 1.236511386861924535e+02
1.491628368205525987e+02 1.242913476172402909e+02
3.864062104018675825e+01 5.781134646215661377e+01
-5.634904099135384570e+01 1.226104561544455720e+02
3.597064198337205454e+01 5.487924618299850010e+01
-2.210760696295349348e+01 1.211465143959229920e+02
1.193488551523609544e+02 5.809597241628079445e+01
1.502854590161565511e+02 5.788992598909027265e+01
3.815400322301930913e+01 1.194910408621324365e+02
3.890862683125909172e+01 1.233491914359876631e+02
3.301421087729396220e+01 1.207147184641042514e+02
-2.882232741216019178e+01 1.228740570731140735e+02
-1.435307596423488121e+02 1.196345351034405411e+02
-3.883063899306969091e+01 1.218879771809515233e+02
-5.716563952473407539e+01 1.243115664048396667e+02
-1.425668122994155453e+02 5.823505187715792175e+01
-4.398542402395992923e+01 5.736053241160898608e+01
-1.485321885285788710e+02 5.367471991313076529e+01
-5.689752071674257650e+01 1.219039685048888941e+02
1.381926350424330394e+02 1.246971330291773654e+02
1.304546622051778968e+02 5.545470418433894366e+01
-3.974329448545161370e+01 1.188399143577255330e+02
1.393134076939109605e+02 6.036501100709426737e+01
-5.186102734449114848e+01 1.247558029687154004e+02
-1.248779770279700898e+02 5.849019868855743454e+01
6.102369699541922188e+01 6.014245459482894063e+01
-5.376391543914997584e+01 1.223840065116165761e+02
5.834870246315541920e+01 1.206500002747887237e+02
1.244533043266699082e+02 1.226809487137702916e+02
5.342696959236769061e+01 5.928984216170575650e+01
-3.588580223741369224e+01 5.910765352320387223e+01
1.479100265459730394e+02 5.478238099655440863e+01
3.390936004611201326e+01 5.807982708227269342e+01
-5.508397574626693682e+01 5.919725751595895957e+01
-3.131088724067294038e+01 1.237230194194033004e+02
-5.007426831271309453e+01 1.212493978261764482e+02
-1.214243709361444559e+02 5.761479154930327695e+01
1.442697654931946261e+02 5.602745459229522140e+01
-4.228862582219480970e+01 5.598831962411654928e+01
1.322878265405163347e+02 1.208661859657731270e+02
1.373215337603864157e+02 6.132379744390834730e+01
-5.282060258235652839e+01 1.218209784424514197e+02
-4.227368477222978527e+01 5.640531977868685232e+01
-1.236751726124951176e+02 5.655517391455715170e+01
1.439201791154154080e+02 5.901616540096543417e+01
1.241956077273048891e+02 1.206657580248439956e+02
-1.476453046223442129e+02 1.232390097361088976e+02
1.347411209220239527e+02 5.645596699505397709e+01
1.324124660106165265e+02 5.928924853810718787e+01
1.287293348713305647e+02 5.830444229049982852e+01
1.387404073251482259e+02 5.741889051865882010e+01
1.339924806937481208e+02 5.712322543374651929e+01
-5.097614515626591469e+01 1.227375729487275038e+02
-3.853913068387965524e+01 1.198967161803003449e+02
3.466653740990365407e+01 5.634886131380756069e+01
-3.083716317944740837e+01 5.570865238275971620e+01
-1.413593789598132560e+02 1.221886535378433933e+02
1.236509590086461685e+02 5.738954384555442090e+01
-1.440293580166279526e+02 1.251207538170014999e+02
1.578923930370465030e+02 5.885348560407702934e+01
-6.065114484763905267e+01 1.219040275837191984e+02
-2.971454098384344533e+01 1.221100740109097273e+02
-1.418459967769807122e+02 6.050895913786757063e+01
-1.410913731687408870e+02 5.665080856401235110e+01
-1.469857891227060520e+02 5.928528153589575567e+01
1.511776725878398224e+02 5.712594292688591935e+01
3.646924035765119498e+01 6.036546489655944470e+01
1.411693610069303304e+02 5.811202281904849087e+01
1.228343604752659388e+02 5.568843359516035463e+01
3.743318770058446887e+01 1.217649481228420854e+02
1.360145759760400779e+02 1.226394675883910139e+02
3.146781147142113610e+01 1.263252800868692418e+02
1.231024792832574377e+02 5.809603149511110587e+01
-4.180736495756698190e+01 5.530286697082264880e+01
-4.954533779482210321e+01 1.245452958156610777e+02
1.402567055145483721e+02 6.116008564227447408e+01
-4.068659230608905375e+01 1.196349889929057326e+02
1.281389726555088657e+02 5.524419703128461379e+01
5.512202297202992440e+01 1.215098013114425584e+02
-1.189763030045807852e+02 1.198575454051710807e+02
1.262360845608500313e+02 5.761599348838341683e+01
-1.216512975368445808e+02 5.934999972521127631e+01
-5.554669567333010605e+01 5.731905128622970125e+01
-1.265730304076323023e+02 1.207101578382942506e+02
1.441141977625863149e+02 1.208923464767961349e+02
-3.208997345402697476e+01 1.252176190034455914e+02
-1.460906399538880009e+02 1.219201729177273279e+02
1.249160242537330703e+02 1.208027424840410617e+02
1.486891127593270596e+02 5.627698058059670672e+01
1.299257316872869126e+02 5.875060217382355887e+01
5.857562906385555124e+01 1.223852084506967373e+02
-3.573023450680535973e+01 1.239725454077047715e+02
1.377113741778051974e+02 1.240116803758834578e+02
-4.771217345948367949e+01 5.913381403422687299e+01
-4.267846623961359143e+01 1.186762025560916669e+02
1.271793974176434858e+02 5.817902155754857318e+01
1.377263152277702147e+02 1.235946802213131406e+02
5.632482738750489659e+01 1.234448260854428554e+02
-3.607982088458459202e+01 1.209838345990345658e+02
-5.580439227269512514e+01 5.933424197515601861e+01
-5.601985836664191964e+01 1.221140089152237067e+02
-4.062966260026486509e+01 1.215782890728580412e+02
-1.246629750280339124e+02 1.203858962004190118e+02
1.369438799458227152e+02 5.557732929288471979e+01
-5.033265175900437072e+01 1.211837515548273387e+02
1.307756078873811134e+02 5.482439649988197061e+01
-1.408864252293180357e+02 1.253831926925953013e+02
1.496935730778937454e+02 5.914362826587611011e+01
-5.377950018123149789e+01 1.254091881232391756e+02
-1.331911093820805263e+02 1.188371346830794550e+02
-2.189569693718622645e+01 1.169214489514506425e+02
-2.811752519439781750e+01 1.258895716582349280e+02
1.470965963013004512e+02 1.208449897154196293e+02
-3.021101786126322253e+01 1.226044177353345646e+02
5.942819221502282545e+01 1.193579487271493349e+02
1.390748351892735002e+02 5.850539701231451062e+01
-1.434065561423019801e+02 5.596598157581463084e+01
1.451184938067929124e+02 5.694366751245060243e+01
1.549108216961273570e+02 1.225827088838264274e+02
-1.216688680043561703e+02 1.202093907363792766e+02
1.465487810945733429e+02 1.212524073509890314e+02
1.264506817637036704e+02 1.235679619325971288e+02
-5.025401110728973464e+01 1.235339430786676616e+02
1.257621327600909922e+02 1.212777994134342094e+02
5.455200732543950437e+01 1.215343831448364540e+02
1.419804132639028182e+02 1.188784482124202668e+02
-1.219474255256092903e+02 5.893157847119356774e+01
2.264056483948174403e+01 5.907484115920786394e+01
-5.096358836508951384e+01 1.222968722970147581e+02
