# w mse
3.000000000000000000e+00 9.375082456489706572e-04
5.000000000000000000e+00 3.346755618323857262e-03
9.000000000000000000e+00 1.193540338738330840e-02
1.700000000000000000e+01 4.319592610387754106e-02
3.300000000000000000e+01 1.460147969452116334e-01
6.500000000000000000e+01 3.952075826290501470e-01
1.290000000000000000e+02 9.136382045285469378e-01
2.570000000000000000e+02 2.418069857843261783e+00
5.130000000000000000e+02 6.369035895515791523e+00
1.025000000000000000e+03 1.449679754213544314e+01
2.049000000000000000e+03 2.203067353750597945e+01
4.097000000000000000e+03 2.313188296323370352e+01
8.193000000000000000e+03 2.889629547632799600e+01
