# hist edge err
9.598172361839260702e+01 1.657723885589317860e-04 6.786932764053841538e+01
6.558679199491054135e+01 3.638945990099393298e-04 3.786655201354559352e+01
8.853493594222081242e+01 5.391471540435070287e-04 3.614423624473926822e+01
1.991873323849873501e+01 7.988017808015708847e-04 1.408467134558833500e+01
2.688809313096928122e+01 1.183506729519468890e-03 1.344404656548464061e+01
2.722197027654089396e+01 1.753486550082959282e-03 1.111332282845591379e+01
2.449777179569542440e+01 2.597970087225649673e-03 8.661270280348389861e+00
2.480196763733319898e+01 3.849159021949681223e-03 7.159711345923354564e+00
1.813495721972457986e+01 5.702923697662180130e-03 5.029732164158680519e+00
1.600627953478865706e+01 8.449466108283339855e-03 3.882093011476231759e+00
1.207433912398604114e+01 1.251875025862529169e-02 2.770043371131293064e+00
1.115196529252269109e+01 1.854781190070614594e-02 2.187080332364718327e+00
6.658466052198553697e+00 2.748048480853345493e-02 1.388386147393105396e+00
6.252657280255009553e+00 4.071515547789694017e-02 1.105324090825938077e+00
3.824555231798553834e+00 6.032367686157238951e-02 7.102020771456454273e-01
1.335188216684633389e+00 8.937571151054239660e-02 3.447441151514643032e-01
6.007856136855269646e-01 1.324192791886045217e-01 1.899850924708292033e-01
3.649474443277017643e-01 1.961927374280119651e-01 1.216491481092339261e-01
2.189505784663169641e-01 2.906796537132130820e-01 7.741071938912498507e-02
9.236222935200411044e-02 4.306717067640523089e-01 4.130564467690150954e-02
3.740364703214147518e-02 6.380842850117609544e-01 2.159500568268062776e-02
3.366053228372641731e-02 9.453872831307958968e-01 1.683026614186320866e-02
