# w mse
3.000000000000000000e+00 2.514057802751841486e-02
5.000000000000000000e+00 5.695059126812027084e-02
9.000000000000000000e+00 1.351825545107790960e-01
1.700000000000000000e+01 3.192146898627678531e-01
3.300000000000000000e+01 7.100600734481286036e-01
6.500000000000000000e+01 1.475445289991464737e+00
1.290000000000000000e+02 2.833607273238845981e+00
2.570000000000000000e+02 5.094656560809906587e+00
5.130000000000000000e+02 9.488289465530154843e+00
1.025000000000000000e+03 1.716436445323837390e+01
2.049000000000000000e+03 2.346179642183392389e+01
4.097000000000000000e+03 2.766866423494219163e+01
