# w mse
3.000000000000000000e+00 5.397295318701067143e-03
5.000000000000000000e+00 6.267881779522703652e-03
9.000000000000000000e+00 1.183015313406247070e-02
1.700000000000000000e+01 2.702475827018784721e-02
3.300000000000000000e+01 6.404564626970569996e-02
6.500000000000000000e+01 1.566452105289987962e-01
1.290000000000000000e+02 3.843308397351340444e-01
2.570000000000000000e+02 9.576908401147896654e-01
5.130000000000000000e+02 2.185525304531774182e+00
1.025000000000000000e+03 3.924105397147052532e+00
2.049000000000000000e+03 5.915364687327531179e+00
4.097000000000000000e+03 5.913293499569716616e+00
8.193000000000000000e+03 7.046656651775627722e+00
