# drho_hcp drho_bcc ei ef ti tf avalancheSize
-1.492848325216300509e-02 -1.639098105049185961e-02 2.163599999999999968e-01 2.376000000000000056e-01 1.803000000000000000e+03 1.980000000000000000e+03 3.708829259993164928e-01
-2.622197616261701114e-03 -8.870655518862236022e-03 2.534399999999999986e-01 2.613599999999999812e-01 2.112000000000000000e+03 2.178000000000000000e+03 7.962090284490071224e-02
-4.778086106057344296e-03 -3.590550559266603159e-03 2.845199999999999951e-01 2.961599999999999788e-01 2.371000000000000000e+03 2.468000000000000000e+03 1.972548609437955180e-01
1.212503572162404453e-03 9.301704831727874989e-04 3.360000000000000209e-01 3.387600000000000056e-01 2.800000000000000000e+03 2.823000000000000000e+03 2.404527386270888245e-02
-4.280623036180486451e-03 -4.098584160374230123e-03 3.759600000000000164e-01 3.812400000000000233e-01 3.133000000000000000e+03 3.177000000000000000e+03 5.876936280244429711e-02
-5.847925988746283110e-03 -2.150093374496009346e-03 3.908400000000000207e-01 4.016399999999999970e-01 3.257000000000000000e+03 3.347000000000000000e+03 1.895792092209778734e-01
-6.883692081999015500e-03 4.155777349978961865e-04 4.396800000000000153e-01 4.554000000000000270e-01 3.664000000000000000e+03 3.795000000000000000e+03 4.029651772283524558e-01
-1.834284416531772877e-03 -2.065431250173332955e-03 4.777199999999999780e-01 4.843199999999999728e-01 3.981000000000000000e+03 4.036000000000000000e+03 7.007063642070494869e-02
2.166838590937913978e-04 7.576478072337522462e-04 5.602800000000000002e-01 5.745599999999999596e-01 4.669000000000000000e+03 4.788000000000000000e+03 2.771959477043612896e-01
-2.044436150470119173e-03 -1.948009879072287731e-03 6.101999999999999647e-01 6.154800000000000271e-01 5.085000000000000000e+03 5.129000000000000000e+03 4.921333977018190614e-02
1.560521907777001616e-03 -1.574422594785573892e-05 6.667199999999999793e-01 6.835200000000000164e-01 5.556000000000000000e+03 5.696000000000000000e+03 2.238490425272003370e-01
4.000618533268607280e-04 -2.224325763563683722e-03 7.087200000000000166e-01 7.201199999999999823e-01 5.906000000000000000e+03 6.001000000000000000e+03 1.950414281245611003e-01
-9.072679239352510194e-04 1.062234243590864935e-03 7.316399999999999570e-01 7.389599999999999502e-01 6.097000000000000000e+03 6.158000000000000000e+03 8.288939257303777619e-02
-1.267151655042653147e-03 1.312589440772171656e-03 7.785600000000000298e-01 7.863599999999999479e-01 6.488000000000000000e+03 6.553000000000000000e+03 8.548461755469145829e-02
