# w mse
3.000000000000000000e+00 3.463134891605659511e-04
5.000000000000000000e+00 1.327426684637350975e-03
9.000000000000000000e+00 4.905502987931840454e-03
1.700000000000000000e+01 1.732123495719434594e-02
3.300000000000000000e+01 6.122208471494762494e-02
6.500000000000000000e+01 2.232119355367292723e-01
1.290000000000000000e+02 8.070990115479970139e-01
2.570000000000000000e+02 2.835085810024835951e+00
5.130000000000000000e+02 8.718061425498627059e+00
1.025000000000000000e+03 1.834932792150562975e+01
2.049000000000000000e+03 2.652207503381401921e+01
