# hist edge err
7.858264674053235410e+01 3.490254878959579417e-04 4.536971224927962254e+01
7.060522110153750930e+01 5.179474679231213042e-04 3.530261055076875465e+01
8.326189569593917383e+01 7.686246100397737743e-04 3.147003852846489380e+01
7.213768359408170738e+01 1.140624923851320336e-03 2.404589453136057031e+01
2.160484242248445597e+01 1.692666615037876103e-03 1.080242121124222798e+01
4.003641898002473454e+01 2.511886431509579437e-03 1.207143451874595286e+01
2.452640914995137678e+01 3.727593720314941773e-03 7.755931573904056187e+00
3.305486540642103677e+01 5.531681197617227368e-03 7.391292603586364862e+00
1.225094277348229710e+01 8.208914159638253452e-03 3.693798227977884263e+00
1.200793248107350841e+01 1.218187912010115954e-02 3.001983120268377103e+00
1.264327813263171052e+01 1.807768676963434143e-02 2.528655626526342015e+00
7.156660351472001302e+00 2.682695795279727360e-02 1.561711323033796006e+00
4.363310722186589885e+00 3.981071705534973415e-02 1.001012131435727204e+00
2.321267698033198545e+00 5.907837911587943136e-02 5.993487424381203077e-01
1.251372605939140570e+00 8.767123872968686504e-02 3.612401554477431831e-01
1.194608903959077262e+00 1.301025216910830229e-01 2.897352171956834588e-01
2.841184946608342754e-01 1.930697728883249698e-01 1.159908897344517908e-01
1.276379071374367513e-01 2.865120269663781749e-01 6.381895356871837566e-02
8.601042687069469783e-02 4.251786303382894538e-01 4.300521343534734892e-02
2.897960996223997859e-02 6.309573444801930275e-01 2.049167872044111577e-02
1.952827870104903787e-02 9.363292088239416611e-01 1.380857829441259690e-02
