# w mse
3.000000000000000000e+00 8.444869841063442446e-04
5.000000000000000000e+00 2.966930621052920030e-03
9.000000000000000000e+00 1.011314906005031031e-02
1.700000000000000000e+01 3.534036328145236106e-02
3.300000000000000000e+01 1.220276932393937475e-01
6.500000000000000000e+01 3.650071493707975900e-01
1.290000000000000000e+02 8.977398847998238063e-01
2.570000000000000000e+02 2.470251580336688235e+00
5.130000000000000000e+02 7.070757656238818356e+00
1.025000000000000000e+03 1.783794848496765439e+01
2.049000000000000000e+03 2.494142620050416781e+01
4.097000000000000000e+03 2.258514367640658094e+01
8.193000000000000000e+03 3.083900154640967628e+01
