# theta phi
-1.373367424544262292e+02 1.256613083960830153e+02
-1.372347161725847968e+02 5.469822930966194718e+01
4.198235173155542554e+01 5.433160362617982031e+01
-3.850166273128654115e+00 2.239847517541392885e-01
4.309235049684526331e+01 1.255984893137847251e+02
-3.006833163451898372e+01 9.849420358069248538e-01
-1.756011720551210260e+02 2.181687694942319400e+00
-1.371621630914873720e+02 1.256331919032843416e+02
-1.373379376932900584e+02 5.444475459038743281e+01
4.248553660835199253e+01 5.438187870776170740e+01
2.695234565095897139e+01 1.796468979277342726e+02
-1.167297076990733586e+02 1.793421896068810213e+02
4.277525488699439649e+01 1.257113871177451045e+02
-7.415244028007356292e+01 1.796562471390347184e+02
-7.864912079051651972e+01 1.787177306720419381e+02
-7.195527596118843405e+01 7.616066453922021307e-01
-1.419925708704548128e+02 1.235791897056848825e+02
-1.414778813675664253e+02 1.235172365345551242e+02
4.109695892856330346e+01 1.241087593881344304e+02
-1.390581446017568794e+02 5.549829047638742452e+01
-5.307339369046795241e+01 2.387013108275259643e-01
4.049253206250762815e+01 1.245252496273741514e+02
-4.140872192629025506e+01 5.763096767657404484e+01
-1.787178896443731730e+02 7.183089539796696510e-01
9.616253637237828400e+01 9.077195525571060841e+01
-4.060032421325608709e+01 5.919588683880606084e+01
1.430739338594835601e+02 1.194008279172708313e+02
-1.443748074645803285e+02 6.281872612579972781e+01
9.446931728977197906e+01 9.225423045196839666e+01
9.620048157790566279e+01 8.881586244639652250e+01
-1.418813262721945421e+02 1.240715358700287254e+02
-7.119237533213308211e+01 5.993906950921414900e-01
4.411834528430268421e+01 1.234384081813919636e+02
3.848044025829883452e+01 5.608331566494567255e+01
-4.250652497325270929e+01 5.720199092370641836e+01
-1.382688877827398244e+02 5.475913537683158694e+01
4.100163483021587041e+01 1.239660103801841302e+02
9.686574024248740500e+01 8.979113116671550188e+01
-8.414690817195464945e+01 9.205779021788484329e+01
-5.342253345931371911e+01 4.539427926683032855e-01
3.286880096049836197e+01 1.218512490450613797e+02
-1.389764160703112452e+02 5.471645590239910462e+01
8.007384596857764336e+01 8.481607378989234336e-01
8.944775525658536708e+01 1.792025616678258757e+02
-1.482739958761452215e+02 6.222154260052990793e+01
-8.328283580365862804e+01 9.192485938127366296e+01
-8.391055305531010333e+01 9.103180331830577643e+01
-2.841599481432893626e+01 9.745669956456720628e-01
3.427457487526952917e+01 1.238259102214088756e+02
-1.337835037676960894e+02 5.358660035600804150e+01
-8.949681276262604968e+01 9.287939403258006621e+01
-1.414023399179631326e+02 1.245709986130774354e+02
-1.409318806953553747e+02 5.554554440816666272e+01
-1.751363352131775173e+02 1.795746445766028785e+02
3.855707556559998750e+01 1.228988122463247947e+02
-8.473472724152307478e+01 9.026678816680603745e+01
-1.714596508312627066e+02 1.796295699103933146e+02
9.616995115875350564e+01 9.260438038495640001e+01
-1.414870303692441951e+02 1.243510931935521171e+02
-1.762757257887047047e+02 1.795121960103432457e+02
3.855310836211958048e+01 1.245904589155605180e+02
9.335507155881249730e+01 8.875661276922517118e+01
-8.706868295679539926e+01 8.702539059678113631e+01
-8.630036806783562042e+01 9.104261351437901340e+01
9.390599333536567173e+00 1.792306063379026853e+02
-8.436476765657144483e+01 9.047417305767929463e+01
1.234650944441770122e+02 1.784100564461956537e+02
1.409212286512521359e+02 1.206627745596071577e+02
-1.437148716222443738e+02 1.240555708979392477e+02
1.704609531884521232e+02 1.796426433814308155e+02
1.771068248201816289e+02 1.793481255951774074e+02
-1.445929929455772935e+02 5.657845862317546448e+01
3.659046865996258902e+01 5.637740588512678386e+01
3.599625618720452280e+01 1.222925698947243092e+02
-1.431384008891788255e+02 5.630667021302928532e+01
9.431504271330116751e+01 9.263537271018880404e+01
9.383033016033610352e+01 9.071339830348871658e+01
1.621423420430444367e+02 3.800452037812714678e+00
-1.436425668336103740e+02 5.592780223889943159e+01
3.444795461524066837e+01 1.229234016251204196e+02
9.401070974073515174e+01 8.917528623848713210e+01
1.446052114620845259e+02 1.756830902223495343e+02
9.333219243045826374e+01 1.710018356790531380e+00
1.454389270728140104e+02 1.796559562615670700e+02
1.472484105940914105e+02 6.362907032268018526e+01
7.817169048770230688e+01 1.768244837237517118e+02
-1.436191773057991554e+02 1.251510924858000919e+02
6.337766248924040013e+01 1.759306335695215182e+02
5.071659198131455604e+00 1.763671892078499752e+02
3.724508664925751589e+01 5.827835219003451783e+01
-1.383725740012604035e+02 6.155180469659367759e+01
-3.368285830038728790e+01 6.299667575481945647e+01
-3.052029711338055407e+01 6.293250726602800427e+01
-2.117344386088067765e+01 1.787376834011623430e+02
-1.459263944688330241e+02 6.124562234346861089e+01
-1.042271919605826014e+02 1.782261405627792783e+02
9.820449314354485182e+01 1.329740499783654162e+00
3.254092287815805662e+01 1.197010720028508217e+02
-1.470325778471255660e+02 6.169456115398417495e+01
-1.465172058945853166e+02 1.213403500910084745e+02
1.503743629726585596e+02 1.762064989087404001e+02
-5.710725784135494365e+00 4.167366716345488165e+00
3.311102309140046174e+01 1.199578976841025337e+02
1.763085687647952966e+02 1.786279647166536506e+02
8.927525021173853759e+01 1.421049059376836343e+00
9.261163710526963655e+01 1.577440470170388132e+00
-8.979662199655382437e+01 1.785496756635480153e+02
-7.435082001110174588e+01 1.787224127324782046e+02
8.475307797043868163e+01 1.494131890867057555e+00
9.589409954712650119e+01 1.529332285275191605e+00
-9.148992372807937556e+01 1.785044659452627513e+02
8.734794803854117617e+01 1.498984134362264964e+00
-8.499774840100673146e+01 1.784540945191724290e+02
-9.023781055263395956e+01 1.784854137847209472e+02
8.785009255068894163e+01 1.388450927260662215e+00
1.004674815535998817e+02 1.390012536752632810e+00
9.417674442920238675e+01 1.466455402067563751e+00
8.701352819276304729e+01 1.460279032661647269e+00
-9.373719539522988953e+01 1.786443413396879976e+02
8.946527844867222257e+01 1.447097246195921727e+00
9.092947886073177699e+01 1.429070568338884017e+00
8.192631586049371606e+01 1.704483600185918934e+00
-9.203480663536801387e+01 1.785472565340901667e+02
8.981205738030537589e+01 1.388708975089292474e+00
-8.569417242276512070e+01 1.783680658598316597e+02
9.435390944632415255e+01 1.368989784376708707e+00
8.610289262016270584e+01 1.532131049408451906e+00
8.868315650386722382e+01 1.336553770208800618e+00
-8.885039783056164708e+01 1.786127827301131958e+02
-8.609194659591018706e+01 1.786343313708026699e+02
-9.505801733598913472e+01 1.784596044545094173e+02
9.121935657957165233e+01 2.589398928518009679e+00
9.324490375343019366e+01 2.302715541664722476e+00
-8.830214878457589123e+01 1.776578631273256690e+02
-3.219330034697247100e+01 9.523791839794128578e+01
-2.992058791116208383e+01 9.268482968054276228e+01
-2.688390204258643479e+01 1.779302467829922421e+02
-6.834097029404665591e+01 1.794675653119674337e+02
-8.724750416409079889e+01 4.579177174936498673e+00
-1.492766943387380536e+02 1.201140729729168442e+02
-1.497599002825495802e+02 9.818823900169751084e+01
1.513025900879375456e+02 1.028119690469172127e+02
-8.794342816562398468e+01 7.518632960137382781e+01
8.809359906135668439e+01 6.595901906248410285e+01
8.702760849285901656e+01 6.925285171721472466e+01
-2.940415615267148297e+01 9.044691855557664439e+01
-9.307127050085522058e+01 1.207576092222303714e+02
-8.925379377014800752e+01 1.767359186063236507e+02
