# w mse
3.000000000000000000e+00 1.250844769478140495e-02
5.000000000000000000e+00 2.858404703839006675e-02
9.000000000000000000e+00 6.729226953431582947e-02
1.700000000000000000e+01 1.539290517858851737e-01
3.300000000000000000e+01 3.493179688714633802e-01
6.500000000000000000e+01 7.556168242225188569e-01
1.290000000000000000e+02 1.563019553369506376e+00
2.570000000000000000e+02 3.113093953760030175e+00
5.130000000000000000e+02 6.279361236838362892e+00
1.025000000000000000e+03 1.284836906651213262e+01
2.049000000000000000e+03 2.318162366703126409e+01
4.097000000000000000e+03 3.028225907553418139e+01
8.193000000000000000e+03 3.292649333450547999e+01
