# theta phi size
-1.323404057848954665e+02 5.636640321527801945e+01 8.550000000000000000e+02
-1.323237826576423117e+02 5.722163239175243632e+01 1.130000000000000000e+03
-1.323381789671955460e+02 1.226141504140845626e+02 1.379000000000000000e+03
-1.323336338828050884e+02 1.223394050839722382e+02 1.162000000000000000e+03
-1.323237906951322032e+02 5.722816425513804717e+01 1.130000000000000000e+03
-1.323318918219471527e+02 5.640739844997879970e+01 1.357000000000000000e+03
-1.323363876431872370e+02 1.225974843237689811e+02 1.378000000000000000e+03
-1.323217767761724701e+02 5.709816451287576200e+01 1.374000000000000000e+03
-1.323245453882452694e+02 1.227475321882788251e+02 1.098000000000000000e+03
-1.323284951710611494e+02 1.223713813910674020e+02 1.371000000000000000e+03
-1.323344572866292026e+02 5.647177437480431905e+01 1.052000000000000000e+03
-1.323217768516628610e+02 5.710491960318533700e+01 1.374000000000000000e+03
-1.323245360887428319e+02 1.227414283981168808e+02 1.098000000000000000e+03
4.840024183286428894e+01 6.738717796677232741e+01 6.000000000000000000e+00
4.723407053262342714e+01 1.177817175607844433e+02 4.000000000000000000e+00
4.760906420152453933e+01 6.597186349862967347e+01 3.000000000000000000e+00
4.841665018843502821e+01 6.725685521693995383e+01 6.000000000000000000e+00
4.765959421510454774e+01 1.236335967847219877e+02 8.450000000000000000e+02
4.767621734235769537e+01 1.227783676082475779e+02 1.044000000000000000e+03
4.766182103280445403e+01 5.738584958591543739e+01 1.389000000000000000e+03
4.766636611719492578e+01 5.766059491602776887e+01 1.081000000000000000e+03
4.767620930486781106e+01 1.227718357448619741e+02 1.046000000000000000e+03
4.766810817805285438e+01 1.235926015500212003e+02 1.331000000000000000e+03
4.766361235681277009e+01 5.740251567623104023e+01 1.389000000000000000e+03
4.767822322382754407e+01 1.229018354871242451e+02 1.268000000000000000e+03
4.767545461175475197e+01 5.725246781172117494e+01 1.103000000000000000e+03
4.767150482893887897e+01 5.762861860893259802e+01 1.282000000000000000e+03
4.766554271337081161e+01 1.235282256251956738e+02 1.269000000000000000e+03
4.767822314833713193e+01 1.228950803968146914e+02 1.021000000000000000e+03
4.767546391125717520e+01 5.725857160188315476e+01 1.103000000000000000e+03
-1.315997581671357182e+02 1.126128220332276868e+02 2.000000000000000000e+00
-1.327659294673765942e+02 6.221828243921556378e+01 6.000000000000000000e+00
-1.323909357984754820e+02 1.140281365013703265e+02 3.620000000000000000e+02
-1.315833498115650002e+02 1.127431447830600604e+02 6.670000000000000000e+02
-1.322274919104635558e+02 5.636210208810062028e+01 3.310000000000000000e+02
-1.321780586124595800e+02 5.702973738239948176e+01 3.850000000000000000e+02
-1.321989979367538979e+02 1.225553924429793966e+02 1.205000000000000000e+03
-1.321940580755247936e+02 1.222490426465984825e+02 1.035000000000000000e+03
-1.321763934124233799e+02 5.702481120966334771e+01 3.310000000000000000e+02
-1.322060163807196034e+02 5.634249667560218455e+01 1.781000000000000000e+03
-1.321990028104534076e+02 1.225506938895410229e+02 3.850000000000000000e+02
-1.321812841584709588e+02 5.695438613637062275e+01 5.850000000000000000e+02
-1.321897664269074539e+02 1.226287612790489590e+02 1.205000000000000000e+03
-1.321855890084583507e+02 1.222151428215333766e+02 5.580000000000000000e+02
-1.321808217902282365e+02 5.695587416839076411e+01 2.000000000000000000e+00
-1.322097764404550446e+02 5.638006575778698704e+01 1.200000000000000000e+01
-1.321897929827445637e+02 1.226241833860761545e+02 1.035000000000000000e+03
-1.339961664178569265e+02 9.252250669739248679e+01 4.730000000000000000e+02
