# prediction	actual
1.476003794736485464e+00 1.472294997386764726e+00
3.901096707380956374e+00 3.681811164556803018e+00
4.221773685582368429e+00 4.409172664851952028e+00
3.846943318256526911e+00 3.793041843959469084e+00
5.405448701611311080e+00 6.195885247527186834e+00
3.746315864011970920e+00 3.465034659857385790e+00
3.850193824725675285e+00 3.897242476480770712e+00
3.790413588358145347e+00 3.609648766986642165e+00
5.073364447362815888e+00 5.694226540582359775e+00
4.245072881436264822e+00 4.191431755940801196e+00
4.064831458323257429e+00 3.738844611520995898e+00
3.314562693766624157e+00 3.232285469936038602e+00
3.420554225295417528e+00 3.375973658181730119e+00
3.934342009960480890e+00 4.008120527954134538e+00
3.745629386345853629e+00 3.699637104975054047e+00
4.161708499191030697e+00 3.911452764115963543e+00
3.525762293356784927e+00 3.532636517764944362e+00
1.972350451114025960e+00 2.027716242157711513e+00
4.034927675787028711e+00 4.088523679559322055e+00
4.777373987459462512e+00 4.939077599973249022e+00
3.340913790719224785e+00 3.105845807792587010e+00
3.669241299945748658e+00 3.655755003948579329e+00
4.197749115283889942e+00 4.358704447887578048e+00
3.623289923761916498e+00 3.434427591465501362e+00
3.672324226406282754e+00 3.640035962891302823e+00
4.138748440824975283e+00 5.109310269224275558e+00
3.950312351472340389e+00 3.851983199956192649e+00
3.741910431112188018e+00 4.347162145706687575e+00
4.188979012479405739e+00 4.523530704001236913e+00
3.977050403537222834e-01 2.835710913341771278e-01
3.343930385591047383e+00 3.067333863696164897e+00
3.377422325404685566e+00 3.430931850127194593e+00
3.918727363300477773e+00 3.748471079106184600e+00
4.000917950554425673e+00 3.726659419722454292e+00
3.531461507897575736e+00 3.518819819071746569e+00
9.178760819483200439e-01 1.027991294971161818e+00
4.185358829537370262e+00 3.888610708310132225e+00
3.340738582830196535e+00 3.209983758284795652e+00
3.396502857112469353e+00 3.299482816511762895e+00
4.223400416297915960e+00 4.478251998837784242e+00
3.632862388328647718e+00 3.570762652712862639e+00
3.993637306883392135e+00 3.901221589162959358e+00
3.708501236888456010e+00 3.824965999584478915e+00
3.809658074186458965e+00 3.845827599907199801e+00
3.376328479505308344e+00 3.565148713304572059e+00
3.342799420690956591e+00 3.412733221941545825e+00
3.739881226927874280e+00 3.830488355188061522e+00
3.675128060748062975e+00 3.780228292493508224e+00
4.089386338883045369e+00 3.833053331712875433e+00
4.066999047931023625e+00 3.643660545601673739e+00
3.860709161685540902e+00 3.759523490668829293e+00
3.663804707947661221e+00 3.751232223724805692e+00
3.570070385012662051e+00 3.379312468582071460e+00
3.538061703309744122e+00 3.456902689930965167e+00
3.356056718410834527e+00 3.425561733358235550e+00
3.557001714249762081e+00 3.878775097980424302e+00
3.710012741859128216e+00 3.626602714992221088e+00
4.399803254113407114e+00 3.828651265060597275e+00
4.267378383896157645e-01 2.869180633709405570e-01
4.396560305536682201e+00 4.396802880889693732e+00
4.075629527346338321e+00 3.708215407010647446e+00
3.378105036389506211e+00 3.436713507174857352e+00
3.354906205577391720e+00 3.196550113047306851e+00
3.375511537732175160e+00 3.347585805158487915e+00
4.511400852989511101e+00 4.011304530280654035e+00
3.466111981672790776e+00 3.479444415799275436e+00
4.341326231162575766e+00 3.792077709909372984e+00
3.322566001512540002e+00 3.036126332405505224e+00
3.730489229930365358e+00 3.933735083149874079e+00
3.368963693139598092e+00 3.418290529640905628e+00
4.024130432544253289e+00 4.122042874818707681e+00
3.601763145849902870e+00 3.759008444714111885e+00
3.632896757560662770e+00 3.742418739435048991e+00
2.822870001917283211e+00 2.677660549830692016e+00
4.045635385573906895e+00 3.884583106374703831e+00
3.562961902361891475e+00 3.598582749193099062e+00
3.534463503099368964e+00 3.370917997369008212e+00
3.744843228662139811e+00 3.698429642049224420e+00
3.740025591211425748e+00 3.669672026242521312e+00
3.693340303496517762e+00 3.824010839680147988e+00
3.752995703653275061e+00 3.794261536578400484e+00
3.190657701374506328e+00 3.238799383589287650e+00
3.127815938275691376e+00 2.846215625669580085e+00
3.697291995889091520e+00 3.681409915708074188e+00
3.831019204806912715e+00 4.054178237421810493e+00
3.228625893821905457e+00 3.006795820065230718e+00
3.829817852880349704e+00 4.065971089778400049e+00
3.733744528306745636e+00 3.676891574960233111e+00
3.655628370501099678e+00 3.565937302788890317e+00
3.610198761602703588e+00 3.497202946609506924e+00
3.969817328724284611e+00 3.926437080608627728e+00
