# w mse
3.000000000000000000e+00 3.254983136061116288e-03
5.000000000000000000e+00 4.107832613203859715e-03
9.000000000000000000e+00 6.225487076577195140e-03
1.700000000000000000e+01 8.902159005632060557e-03
3.300000000000000000e+01 2.140381405532589335e-02
6.500000000000000000e+01 5.936106845694689299e-02
1.290000000000000000e+02 1.606414840684809442e-01
2.570000000000000000e+02 3.908603561864170128e-01
5.130000000000000000e+02 8.231808502760418200e-01
1.025000000000000000e+03 1.501856487184568989e+00
2.049000000000000000e+03 2.708569893420113228e+00
4.097000000000000000e+03 4.746271504026011279e+00
8.193000000000000000e+03 7.573024513958912074e+00
