# w mse
3.000000000000000000e+00 5.410377057919537290e-03
5.000000000000000000e+00 6.881811001752185901e-03
9.000000000000000000e+00 1.369866360642142157e-02
1.700000000000000000e+01 3.149573303241882949e-02
3.300000000000000000e+01 7.637752664217094256e-02
6.500000000000000000e+01 1.861709606935676165e-01
1.290000000000000000e+02 4.331820370728036163e-01
2.570000000000000000e+02 9.327908975534460190e-01
5.130000000000000000e+02 1.902273684559758982e+00
1.025000000000000000e+03 2.953465176295713590e+00
2.049000000000000000e+03 3.963341794401332052e+00
4.097000000000000000e+03 4.919763193631576215e+00
8.193000000000000000e+03 6.712820804846971079e+00
