# drho_hcp drho_bcc ei ef ti tf avalancheSize
7.468936840114986930e-04 4.743021032661571407e-04 2.104000000000000037e-01 2.112999999999999878e-01 2.104000000000000000e+03 2.113000000000000000e+03 8.471059391910489011e-02
-1.006852499554969360e-03 -6.684242555171637790e-05 2.127999999999999892e-01 2.134000000000000064e-01 2.128000000000000000e+03 2.134000000000000000e+03 3.377100016887017025e-02
3.998218325737129542e-04 5.177915489032024893e-03 2.167999999999999927e-01 2.184999999999999998e-01 2.168000000000000000e+03 2.185000000000000000e+03 1.803726726868575825e-01
2.734473476170840023e-04 4.587393221028492757e-04 2.194000000000000117e-01 2.205000000000000016e-01 2.194000000000000000e+03 2.205000000000000000e+03 1.238633590268905377e-01
9.159760135736827458e-04 7.739266901957055772e-04 2.238999999999999879e-01 2.248999999999999888e-01 2.239000000000000000e+03 2.249000000000000000e+03 7.921739493521073872e-02
3.384234116799056391e-03 4.419565157358536223e-05 2.341000000000000025e-01 2.348000000000000087e-01 2.341000000000000000e+03 2.348000000000000000e+03 4.525057811331897190e-02
-3.126688822068457441e-03 -1.248445934609467012e-03 2.634000000000000230e-01 2.651000000000000023e-01 2.634000000000000000e+03 2.651000000000000000e+03 2.102203290774632416e-01
-2.180464251017755206e-03 1.507579032969077332e-03 2.665000000000000147e-01 2.676000000000000045e-01 2.665000000000000000e+03 2.676000000000000000e+03 8.397445896561753220e-02
1.288534450948480847e-03 -7.822565621960070326e-04 2.690000000000000169e-01 2.696999999999999953e-01 2.690000000000000000e+03 2.697000000000000000e+03 6.095047976475312379e-02
4.529196021815867779e-03 2.012817510897270748e-03 2.722999999999999865e-01 2.732999999999999874e-01 2.723000000000000000e+03 2.733000000000000000e+03 9.369608586937923367e-02
-9.910207001923437842e-03 -6.068192519317807537e-04 2.745000000000000218e-01 2.767000000000000015e-01 2.745000000000000000e+03 2.767000000000000000e+03 4.996961291241103220e-01
-9.095473166046141866e-04 -3.424396576503332609e-03 2.775000000000000244e-01 2.790000000000000258e-01 2.775000000000000000e+03 2.790000000000000000e+03 2.254773124064867462e-01
-9.281664478699991339e-04 7.532185255398737150e-04 2.813999999999999835e-01 2.832999999999999963e-01 2.814000000000000000e+03 2.833000000000000000e+03 2.677571479990710768e-01
5.117150410402504512e-05 -7.846576216482929744e-05 2.888000000000000012e-01 2.892000000000000126e-01 2.888000000000000000e+03 2.892000000000000000e+03 2.161279144287945805e-02
-2.107582760826037793e-03 1.453307079491183637e-03 2.914999999999999813e-01 2.923000000000000043e-01 2.915000000000000000e+03 2.923000000000000000e+03 5.451292874792299653e-02
3.092891242846007582e-03 -2.140957210175226805e-04 2.963999999999999968e-01 2.998000000000000109e-01 2.964000000000000000e+03 2.998000000000000000e+03 4.742051723569500887e-01
2.707171875456548804e-03 2.366578626505860469e-03 3.037000000000000255e-01 3.074000000000000066e-01 3.037000000000000000e+03 3.074000000000000000e+03 3.978407743304833155e-01
8.152297514918416255e-05 2.363981443174664743e-05 3.081999999999999740e-01 3.085999999999999854e-01 3.082000000000000000e+03 3.086000000000000000e+03 1.976673425699573827e-02
1.715528203912825012e-03 9.660936972101744763e-04 3.104000000000000092e-01 3.115999999999999881e-01 3.104000000000000000e+03 3.116000000000000000e+03 1.656667170942127953e-01
