# w mse
3.000000000000000000e+00 5.177961619450535159e-03
5.000000000000000000e+00 1.438541775078129581e-02
9.000000000000000000e+00 4.277369906547505429e-02
1.700000000000000000e+01 1.153363961636802992e-01
3.300000000000000000e+01 3.050899559637545444e-01
6.500000000000000000e+01 8.281243878629421795e-01
1.290000000000000000e+02 2.096290469318810690e+00
2.570000000000000000e+02 4.512710911080944243e+00
5.130000000000000000e+02 8.132774469739310064e+00
1.025000000000000000e+03 1.411317221726935855e+01
2.049000000000000000e+03 1.824814679088010294e+01
4.097000000000000000e+03 1.948938760604377407e+01
8.193000000000000000e+03 2.346928263477376930e+01
