# w mse
3.000000000000000000e+00 5.074187745969378251e-03
5.000000000000000000e+00 7.119819117005515841e-03
9.000000000000000000e+00 1.506857812762877995e-02
1.700000000000000000e+01 3.565142827589577734e-02
3.300000000000000000e+01 8.301054720956883848e-02
6.500000000000000000e+01 1.862849599559227853e-01
1.290000000000000000e+02 3.866262104069693728e-01
2.570000000000000000e+02 7.293436770124664958e-01
5.130000000000000000e+02 1.254587538039403150e+00
1.025000000000000000e+03 2.012526737507167596e+00
2.049000000000000000e+03 3.220923394847377441e+00
4.097000000000000000e+03 3.839515947262186479e+00
8.193000000000000000e+03 5.663253614351125620e+00
