# w mse
3.000000000000000000e+00 1.174877667538894860e-02
5.000000000000000000e+00 2.649467763202343826e-02
9.000000000000000000e+00 6.868128989845978527e-02
1.700000000000000000e+01 1.641129586491607284e-01
3.300000000000000000e+01 3.710812692888092457e-01
6.500000000000000000e+01 8.274018138957205393e-01
1.290000000000000000e+02 1.802290865480692172e+00
2.570000000000000000e+02 3.693010062504332058e+00
5.130000000000000000e+02 7.376566113670841141e+00
1.025000000000000000e+03 1.458515675572836656e+01
2.049000000000000000e+03 2.396596627064512930e+01
4.097000000000000000e+03 2.959408450391096324e+01
8.193000000000000000e+03 3.172893211768191790e+01
