# w mse
3.000000000000000000e+00 1.344736052347858058e-03
5.000000000000000000e+00 5.348279178191358424e-03
9.000000000000000000e+00 2.113392930175828077e-02
1.700000000000000000e+01 8.224856114556818032e-02
3.300000000000000000e+01 3.130930634930185197e-01
6.500000000000000000e+01 1.131886298780971689e+00
1.290000000000000000e+02 3.774074150571845365e+00
2.570000000000000000e+02 1.214039503716584001e+01
5.130000000000000000e+02 3.295577509328073518e+01
1.025000000000000000e+03 5.360419492395251240e+01
2.049000000000000000e+03 6.288118182918714894e+01
