# w mse
3.000000000000000000e+00 1.060550613742503381e-02
5.000000000000000000e+00 8.593468243293834671e-03
9.000000000000000000e+00 9.520879643158699362e-03
1.700000000000000000e+01 1.622267943415175648e-02
3.300000000000000000e+01 3.540202905383744297e-02
6.500000000000000000e+01 8.383761345097963391e-02
1.290000000000000000e+02 1.885083595306035753e-01
2.570000000000000000e+02 3.935349238525735482e-01
5.130000000000000000e+02 7.421046840620364460e-01
1.025000000000000000e+03 1.233821103983124390e+00
2.049000000000000000e+03 1.521309861156464383e+00
4.097000000000000000e+03 1.743042100425952201e+00
8.193000000000000000e+03 2.325071361030472517e+00
1.638500000000000000e+04 2.700155815421029892e+00
