# drho_hcp drho_bcc avalancheSize
1.465277558683639181e-02 7.967624556971756450e-04 4.687691588896030215e-01
0.000000000000000000e+00 0.000000000000000000e+00 3.963531394014644001e-03
7.113937384500834682e-05 -5.894987305803990607e-05 1.291413750539489695e-02
-1.155030036270376925e-03 -6.205474048158708678e-04 2.545906000397271662e-01
1.381593979951356577e-04 3.421287576483439397e-06 1.206857635708380103e-02
-2.139861782860519313e-04 -1.878153932976141249e-04 1.076129859763070434e-01
2.227376971204453326e-03 -8.228258913078878578e-04 6.414994918991707706e-01
0.000000000000000000e+00 0.000000000000000000e+00 3.963131881615781192e-03
1.488563103945850230e-03 -1.295012334698083384e-04 8.403335955059565432e-02
-7.820514245143739274e-05 -5.887341041967662780e-06 1.967169138639235718e-02
3.182774579883196342e-04 1.149007784890174189e-04 1.209786103177988015e-01
1.057061580038154425e-04 -7.184782064018069292e-05 6.129492725302958245e-02
0.000000000000000000e+00 0.000000000000000000e+00 4.211950900513229852e-03
-8.862285251479140591e-05 -2.176511127233680953e-05 1.391130219096336010e-02
8.846575500494890942e-04 3.439061054206190085e-04 2.779888605941355229e-01
7.620269666343548742e-04 2.550876810630993419e-04 1.089126892526235540e-01
-9.900260630801849260e-04 -5.682492106448555624e-05 4.190291473584462079e-02
-7.538191552866335687e-04 -5.835600053648130892e-05 1.710796348287153823e-02
-1.447899196977353586e-03 -1.068860119519199695e-04 4.644195924702935324e-02
-1.632287484680028378e-03 -1.034841810623483155e-04 6.396424074703192797e-02
5.927534461038136415e-03 1.520622951072436203e-03 9.983230744467658235e-01
6.369445440065346631e-04 8.114907298364254506e-05 1.861550858593902930e-02
1.738991829348890406e-03 1.737274639472125015e-04 8.565285361127789043e-02
6.803771181402851198e-04 4.647814282665932439e-05 2.852772239532987489e-02
-6.155961739698345703e-05 -2.016543116408267555e-05 8.198686021010332531e-03
8.266640394559987559e-04 2.110706014158709315e-04 9.011190427777183987e-02
-8.084403036984211255e-06 3.331048894970010943e-05 6.820409850748060387e-02
4.498926429594152232e-05 1.392699281255356525e-05 8.060246051475244283e-03
-4.650371166451117144e-04 -2.426230750617736076e-05 4.212683242405376727e-02
-1.449943099829509308e-02 -5.039484820553059852e-05 6.635582441784788621e-01
