# theta phi
-1.456334931612031482e+02 6.002452453099201790e+01
3.436650683879685886e+01 1.199754754690079892e+02
5.393375044249698647e+01 5.841610980078072402e+01
3.438816282371610811e+01 6.026463467675712593e+01
-1.197493001751050770e+02 5.970055671258727159e+01
1.228741078464448009e+02 5.751806130421306307e+01
-1.250646841029509488e+02 5.953776443507209137e+01
1.420272213209332506e+02 5.714964866208791960e+01
-5.404437154163077395e+01 6.046666877499656323e+01
-1.260662495575030135e+02 1.215838901992192973e+02
-1.456118371762839274e+02 1.197353653232428741e+02
6.025069982489494436e+01 1.202994432874127426e+02
-5.712589215355520622e+01 1.224819386957869369e+02
5.493531589704905116e+01 1.204622355649279370e+02
-3.797277867906676363e+01 1.228503513379120875e+02
1.259556284583692474e+02 1.195333312250034368e+02
-1.487876864565444066e+02 5.711815474038485974e+01
-1.322504483262218855e+02 5.544034711031452645e+01
5.389508478378862577e+01 1.223262183201300388e+02
4.051906960871774288e+01 5.999404439013895285e+01
1.251615803439227790e+02 1.233608203291083640e+02
-5.701132493512457700e+01 5.645542256016246796e+01
-5.707538346456546208e+01 5.934834733897180570e+01
1.484060570962267036e+02 6.071062021679534837e+01
-1.261784683186406539e+02 6.036794281815498664e+01
1.525640809003381264e+02 1.242723228227086452e+02
1.475208261809715964e+02 5.760098986116310726e+01
-5.398035375621955012e+01 1.194576090704966305e+02
-1.455816453348552670e+02 5.758728264343916692e+01
-5.261309343387831206e+01 1.257216553858988419e+02
3.804704436879568874e+01 5.937529827388069492e+01
-5.715439657060869649e+01 5.792604946148695433e+01
3.957222330497365448e+01 5.753895808287013125e+01
-5.594089782890122819e+01 1.215587279475046358e+02
3.618279784556802525e+01 1.230368490988207952e+02
-3.367928737471429912e+01 1.256042941794967476e+02
-4.199558959220983922e+01 1.242281695540282271e+02
2.889456555802726356e+01 1.236841607343292821e+02
3.121231354345558273e+01 1.228818452596151616e+02
4.774955167377811449e+01 1.245596528896854807e+02
-1.261049152162113813e+02 5.767378167986997539e+01
-1.394809303912822429e+02 1.200059556098610472e+02
-5.483841965607722813e+01 5.663917967089162886e+01
1.229886750648754372e+02 1.235445774398375391e+02
1.229246165354345379e+02 1.206516526610282085e+02
-3.159394290377331416e+01 1.192893797832046658e+02
5.382153168135934607e+01 1.196320571818450134e+02
-2.743591909966190556e+01 5.572767717729135484e+01
-3.247917381902841072e+01 1.223990101388368998e+02
1.260196462437804570e+02 6.054239092950337664e+01
3.441835466514471165e+01 1.224127173565608331e+02
1.273869065661217093e+02 5.427834461410118649e+01
-1.419529556312043042e+02 1.206247017261193264e+02
1.228456034293912893e+02 1.220739505385130457e+02
-1.404277766950263242e+02 1.224610419171298759e+02
1.240591021710987860e+02 5.844127205249535706e+01
-1.438172021544319819e+02 5.696315090117921187e+01
1.463207126252856938e+02 5.439570582050325953e+01
1.380044104077901750e+02 5.577183044597178707e+01
-1.511054344419727329e+02 5.631583926567071785e+01
-1.420896718840274957e+02 5.837994849883481407e+01
5.233205020523710260e+01 1.211147683431058226e+02
-3.086808695848754525e+01 1.209853221383892787e+02
4.503977141762469927e+01 5.531704631648881332e+01
-4.969910139702743379e+01 5.471146275844843387e+01
-1.393229317600098227e+02 1.221997738218636584e+02
-5.215053923895123944e+01 5.691041365287176745e+01
1.345724704413666473e+02 1.217478971744600642e+02
-1.216212605776618716e+02 5.940780095405014549e+01
-5.525056751594373594e+01 5.716944887494668137e+01
1.178580709122280723e+02 1.226521822188731079e+02
-1.467138412784402419e+02 5.936919404029013947e+01
5.944726056701028227e+01 1.211623150726187532e+02
3.635594446225077547e+01 5.633936618516150929e+01
-1.428909817420806405e+02 1.218975653827182981e+02
-2.891773361456654712e+01 1.252725383586677452e+02
-1.257773058490051312e+02 5.934343771214798835e+01
-3.113754150683010380e+01 1.210787836006474123e+02
5.392683336835308694e+01 1.222916341761961689e+02
-5.604568026255378044e+01 1.222685018551964049e+02
1.452631117879645899e+02 6.003130954264557317e+01
1.384866028470839581e+02 1.231455024332411625e+02
-1.223131929781524434e+02 1.251013966323423432e+02
-1.451452313926426427e+02 5.940272760206746483e+01
-2.733457922557460407e+01 1.243705335625007109e+02
2.822189933072325729e+01 6.013841603341746378e+01
3.546866093149563426e+01 1.220135941656211571e+02
1.444860139937107419e+02 6.058090000694245703e+01
1.241435843168979005e+02 5.733289361986336274e+01
-1.447797847782435667e+02 5.743434407644831197e+01
-3.707172349189027472e+01 5.795443941032160495e+01
3.975433583134023507e+01 1.212542979964675851e+02
-3.817308152480546113e+01 5.704360730287864811e+01
3.563131328835385858e+01 6.053382470575981245e+01
-2.696905625421561226e+01 6.030112356527014583e+01
-1.246034659738656813e+02 1.223858432299617931e+02
5.223033630431547181e+01 1.251062536222146377e+02
-1.268385098824486192e+02 1.195010338946161994e+02
-1.408457482812426917e+02 1.235276359828800707e+02
1.424448837509892769e+02 5.571160239245521240e+01
-5.749532954427525056e+01 1.233272648241414515e+02
1.278868450403521280e+02 6.008989538392535934e+01
1.337958094163683143e+02 5.505631322830109298e+01
1.247860282074002498e+02 1.210420530058646733e+02
1.452440903079654220e+02 1.169775638745093573e+02
3.791032811597249008e+01 1.216200515011651930e+02
-1.276679497947629045e+02 5.888523165689419159e+01
1.491319130415124619e+02 5.901467786161072127e+01
-1.349602285823752936e+02 1.246829536835111725e+02
1.303008986029725804e+02 1.252885372415515519e+02
4.067706823999019150e+01 5.780022617813634866e+01
1.278494607610487606e+02 1.230895863471282325e+02
-4.542752955863337405e+01 5.825210282553995711e+01
5.837873942233813551e+01 1.205921990459498545e+02
1.247494324840562712e+02 1.228305511250533471e+02
-6.214192908777193480e+01 5.734781778112688500e+01
3.328615872155977229e+01 1.206308059597098605e+02
-1.205527394329897106e+02 5.883768492738125389e+01
-1.436440555377492387e+02 1.236606338148384907e+02
3.710901825791936659e+01 5.810243461728170189e+01
1.510822663854334564e+02 5.472746164133225477e+01
5.422269415099489009e+01 1.206565622878520259e+02
1.488624584931698962e+02 5.892121639935258770e+01
-1.260731666316469415e+02 5.770836582380384527e+01
1.239543197374462409e+02 5.773149814480360931e+01
-3.473688821203541011e+01 1.199686904573544268e+02
-4.151339715291604193e+01 5.685449756675883037e+01
5.768680702184756370e+01 5.489860336765767101e+01
3.485476860735735727e+01 1.205972723979325281e+02
1.526654207744253995e+02 5.562946643749928910e+01
-1.517781006692767392e+02 1.198615839665825575e+02
-1.445313390685043942e+02 5.798640583437885709e+01
-3.551398600628928648e+01 1.194190999930575572e+02
-5.585641568310212790e+01 1.226671063801366586e+02
3.522021522175646169e+01 1.225656559235516880e+02
1.429282765081097182e+02 1.220455605896784022e+02
-1.402456641686597436e+02 5.874570200353243621e+01
1.418269184751945318e+02 1.229563926971213590e+02
-1.443686867116461485e+02 1.194661752942402018e+02
1.530309437457843842e+02 1.196988764347298684e+02
5.539653402613431865e+01 5.761415677003822822e+01
-1.277696636956845282e+02 5.489374637778539068e+01
5.316149011755139497e+01 6.049896610538380060e+01
3.915425171875733668e+01 5.647236401711991505e+01
-3.755511624901072310e+01 1.242883976075448089e+02
1.225046704557247779e+02 5.667273517585856979e+01
-5.211315495964787203e+01 1.199101046160746336e+02
-4.620419058363168574e+01 1.249436867716989070e+02
-5.521397179259974308e+01 5.895794699413534801e+01
-3.475590969203458513e+01 6.302243612549064977e+01
-1.273786738545341990e+02 1.212753078484493869e+02
-5.013778380237925347e+01 1.230785764176280281e+02
4.196030546512051984e+01 1.210838841929529224e+02
-6.660979766965009219e+01 5.621969106695231488e+01
-1.318541975473126797e+02 1.236201249759098175e+02
5.770817139699257581e+01 1.218003826787595472e+02
-4.716399040163449286e+01 1.236222060389941362e+02
1.525241279525797609e+02 5.722740467746501736e+01
1.479224952901734014e+02 5.536924584002125727e+01
-6.828538982395778589e+01 1.219657752483872883e+02
4.204699692932540955e+01 5.563374942481962648e+01
-5.872314899429800050e+01 1.221470607275552851e+02
-4.879183361109603112e+01 5.570132042507221826e+01
-4.292998363206925205e+01 5.737924417057230642e+01
