# w mse
3.000000000000000000e+00 3.722636080039834223e-03
5.000000000000000000e+00 4.465078562213793678e-03
9.000000000000000000e+00 6.380279267961720506e-03
1.700000000000000000e+01 8.281497568208522411e-03
3.300000000000000000e+01 1.902623329143978900e-02
6.500000000000000000e+01 5.559319019285508673e-02
1.290000000000000000e+02 1.681019201989732426e-01
2.570000000000000000e+02 4.612723250227956928e-01
5.130000000000000000e+02 1.005887933836951520e+00
1.025000000000000000e+03 1.990301557259491982e+00
2.049000000000000000e+03 3.609644004941683804e+00
4.097000000000000000e+03 5.259861387989703374e+00
8.193000000000000000e+03 7.360318294203603173e+00
