# w mse
3.000000000000000000e+00 3.570919688453270719e-04
5.000000000000000000e+00 1.373701138665852414e-03
9.000000000000000000e+00 5.070678460593511586e-03
1.700000000000000000e+01 1.783793801809448187e-02
3.300000000000000000e+01 6.328846369079113576e-02
6.500000000000000000e+01 2.287414022389894219e-01
1.290000000000000000e+02 8.288094747689860320e-01
2.570000000000000000e+02 2.921927010948691006e+00
5.130000000000000000e+02 9.014314417471489094e+00
1.025000000000000000e+03 1.877221035938854499e+01
2.049000000000000000e+03 2.682262055888461205e+01
