# w mse
3.000000000000000000e+00 1.074514263573451110e-02
5.000000000000000000e+00 8.918348878963514373e-03
9.000000000000000000e+00 1.084785322113338869e-02
1.700000000000000000e+01 1.935315790336522221e-02
3.300000000000000000e+01 4.115877432256161844e-02
6.500000000000000000e+01 9.040111602588431217e-02
1.290000000000000000e+02 1.936935727044022670e-01
2.570000000000000000e+02 4.004472150430778976e-01
5.130000000000000000e+02 8.002247914568791920e-01
1.025000000000000000e+03 1.550806082300915101e+00
2.049000000000000000e+03 2.688691853078771565e+00
4.097000000000000000e+03 4.097074244627786577e+00
8.193000000000000000e+03 5.415875966782010664e+00
1.638500000000000000e+04 6.255099104339271854e+00
