# w mse
3.000000000000000000e+00 8.370379425244228776e-04
5.000000000000000000e+00 2.867663108847705051e-03
9.000000000000000000e+00 9.998626455113660341e-03
1.700000000000000000e+01 3.596427808015584954e-02
3.300000000000000000e+01 1.263018719544700130e-01
6.500000000000000000e+01 3.897976884827447086e-01
1.290000000000000000e+02 1.011481593483878560e+00
2.570000000000000000e+02 2.802061751673505796e+00
5.130000000000000000e+02 7.301505060344371856e+00
1.025000000000000000e+03 1.540624991060656868e+01
2.049000000000000000e+03 2.094998395022804516e+01
4.097000000000000000e+03 2.270972763676869022e+01
8.193000000000000000e+03 2.957296006723801796e+01
