# w mse
3.000000000000000000e+00 7.685875774053695271e-03
5.000000000000000000e+00 1.087529200892622949e-02
9.000000000000000000e+00 2.968406318947075517e-02
1.700000000000000000e+01 9.223886289493506141e-02
3.300000000000000000e+01 2.787326975640323501e-01
6.500000000000000000e+01 7.896207473762065776e-01
1.290000000000000000e+02 1.962543193041671907e+00
2.570000000000000000e+02 4.139497865892191264e+00
5.130000000000000000e+02 7.605309740420630682e+00
1.025000000000000000e+03 9.540084035121154216e+00
2.049000000000000000e+03 7.131789114050638645e+00
4.097000000000000000e+03 1.087872760430591512e+01
