# hist edge err
1.606257511757703014e+03 3.383855153428233265e-05 5.079432245909031849e+02
4.275877411622798832e+02 7.626985859023451084e-05 1.745619643528055178e+02
6.645557846004527391e+02 1.145047569938281224e-04 1.776100043124025945e+02
1.644130032216914060e+03 1.719072201858574543e-04 2.279998128726286382e+02
1.179370492106153961e+03 2.580861540418076657e-04 1.576000111975789082e+02
1.458898176883651786e+03 3.874675120456132216e-04 1.430567360052822892e+02
5.139060654413492557e+02 5.817091329374358228e-04 6.929507972791671477e+01
2.551727667319877071e+02 8.733261623828437233e-04 3.985129091205826768e+01
4.974633883323704708e+01 1.311133937421564335e-03 1.436053105828387189e+01
2.209018109991356837e+01 1.968419447286613461e-03 7.810058426693895051e+00
1.471393008426614379e+01 2.955209235202887856e-03 5.202159870244669193e+00
