# hist edge err
1.537388206886270382e+04 3.240696035787167244e-08 1.087097626405508527e+04
3.205770893864408663e+03 1.554137220803216878e-07 2.266822337981983310e+03
6.498916697535526509e+03 2.299863853961210979e-07 2.653171631635933409e+03
5.855539849829616287e+03 3.403414882518303995e-07 2.070245967661289797e+03
3.462280326392919051e+03 5.036486330526269555e-07 1.308618958975314854e+03
4.345049959174392825e+03 7.453159674382292120e-07 1.205100032481229846e+03
2.710315832694532219e+03 1.102943311791611312e-06 7.824007877975465135e+02
3.052501498054562944e+03 1.632172128563277042e-06 6.825600851069943928e+02
2.372143513838967465e+03 2.415342501085946627e-06 4.946261148474227411e+02
2.090843913440502092e+03 3.574304018221051658e-06 3.817341252045806641e+02
1.695469934798620216e+03 5.289373746757314342e-06 2.825783224664367026e+02
1.750400850826084024e+03 7.827390868337487704e-06 2.360240025764975655e+02
1.677477342803257216e+03 1.158323286254710313e-05 1.899369070554029122e+02
9.446319945614644666e+02 1.714125253291314034e-05 1.171671787299058565e+02
6.874396353282945711e+02 2.536619455757796866e-05 8.216475193347801564e+01
6.238089709591286010e+02 3.753773681925603648e-05 6.434098262540798885e+01
4.260245258441891565e+02 5.554958913183835140e-05 4.370919409734803907e+01
3.181907348314364867e+02 8.220412614574893113e-05 3.105223613335462574e+01
2.252569242143796089e+02 1.216483949025850094e-04 2.147740502069405366e+01
1.563691740058054052e+02 1.800193332891544525e-04 1.470997451591670746e+01
1.122124846259275586e+02 2.663985857258772982e-04 1.024355151055369539e+01
8.657006305429818838e+01 3.942254711206790363e-04 7.396179629946249889e+00
6.362395600535617035e+01 5.833879397552115724e-04 5.212277566928687378e+00
5.338181835669041675e+01 8.633168407011583599e-04 3.924709340979443351e+00
4.250748031937959581e+01 1.277564921467115415e-03 2.878969842440336269e+00
3.491740633135209748e+01 1.890582983690756698e-03 2.144959220185648441e+00
2.742420542476600431e+01 2.797747463288544848e-03 1.562639129576931962e+00
2.075819876013318677e+01 4.140199576459224762e-03 1.117583853178195863e+00
1.813396042877514702e+01 6.126804780573309565e-03 8.586679130059365894e-01
1.420481500546046760e+01 9.066649113412789118e-03 6.247270496276511320e-01
1.214255338100756276e+01 1.341712835479911582e-02 4.748114105109564331e-01
1.020023207008062371e+01 1.985511196444582696e-02 3.577377572073373591e-01
7.952608069534687019e+00 2.938225383971005897e-02 2.596618579971605167e-01
6.766185074480752348e+00 4.348083467104509048e-02 1.968878533825544896e-01
3.437907401780597283e+00 6.434438263328993990e-02 1.153686184985080743e-01
6.017225389053603157e-01 9.521895354084065899e-02 3.967640925563313548e-02
2.828626853219177659e-02 1.409081685511730242e-01 7.071567133047944147e-03
2.389312235145868695e-03 2.085205857248753625e-01 1.689498883843630443e-03
1.614582128574718186e-03 3.085756852716053933e-01 1.141681971897793224e-03
1.091056837012216018e-03 4.566405432338163650e-01 7.714936881112836051e-04
