# hist edge err
7.144487974972121265e+03 7.405684692262442192e-06 4.838857835157275531e+02
3.604579541095398781e+03 1.649648074098020639e-05 2.302881395484087932e+02
1.675808569563727815e+03 2.462092401494625450e-05 1.285286500865772155e+02
1.413436217716439387e+03 3.674661940736687922e-05 9.662051071779259814e+01
1.079789810579521827e+03 5.484416576121014950e-05 6.912645916496737186e+01
1.067428651759949616e+03 8.185467307069021234e-05 5.625842965473568569e+01
1.146302197066010876e+03 1.221677348996791812e-04 4.772118486862826359e+01
1.140751609222764273e+03 1.823348000868440328e-04 3.896733266601950874e+01
1.047936799317308896e+03 2.721338768375308921e-04 3.057145846455001958e+01
8.551136026059573396e+02 4.061585988376979588e-04 2.260497328386031413e+01
7.150766424200589881e+02 6.061898993497572431e-04 1.692044828863027206e+01
2.865031141813493036e+02 9.047357242349293423e-04 8.766852921413901711e+00
2.696101945722545690e+00 1.350314037869872197e-03 6.961305290307221449e-01
2.420695810424118577e-01 3.007882518043098787e-03 1.397589377774564323e-01
1.081274387920110186e-01 4.489251258218603276e-03 7.645764520216434545e-02
