# w mse
3.000000000000000000e+00 3.910422594420700365e-02
5.000000000000000000e+00 9.782337708006653976e-02
9.000000000000000000e+00 2.327852488667632447e-01
1.700000000000000000e+01 5.064668834963917954e-01
3.300000000000000000e+01 1.045067229119786001e+00
6.500000000000000000e+01 2.102811632698385225e+00
1.290000000000000000e+02 4.140298253572812115e+00
2.570000000000000000e+02 7.726228772674131662e+00
5.130000000000000000e+02 1.241753920125936972e+01
1.025000000000000000e+03 1.739746123072571393e+01
2.049000000000000000e+03 2.761337032166201766e+01
4.097000000000000000e+03 2.866953042422454700e+01
