# w mse
3.000000000000000000e+00 0.000000000000000000e+00
5.000000000000000000e+00 1.698211746520970076e-03
9.000000000000000000e+00 5.529344829526043614e-03
1.700000000000000000e+01 1.477324853575921054e-02
3.300000000000000000e+01 3.581996395444743408e-02
6.500000000000000000e+01 8.335813061605097662e-02
1.290000000000000000e+02 1.894570148819154087e-01
2.570000000000000000e+02 4.139252625195291024e-01
5.130000000000000000e+02 8.768159232585703844e-01
1.025000000000000000e+03 1.967022589386731024e+00
2.049000000000000000e+03 3.958745378403970783e+00
4.097000000000000000e+03 7.802291458319047912e+00
8.193000000000000000e+03 1.218352371708575888e+01
