# theta phi size
-4.288032888430761602e+01 1.244578112507272323e+02 1.700000000000000000e+01
-4.287492270617902790e+01 1.244569323312500728e+02 1.700000000000000000e+01
-4.288089672698013288e+01 1.244749742587659540e+02 1.700000000000000000e+01
1.371196711156923698e+02 5.554218874927276062e+01 4.029000000000000000e+03
1.371250772938209934e+02 5.554306766874993428e+01 3.864000000000000000e+03
1.371191032730198458e+02 5.552502574123404600e+01 2.891000000000000000e+03
1.340230522433699036e+02 5.900208972263132523e+01 4.099000000000000000e+03
1.340200728230682046e+02 5.900223254818406815e+01 3.605000000000000000e+03
1.340197718686065116e+02 5.900262632431711296e+01 2.833000000000000000e+03
1.340219836587473594e+02 5.900227436933948866e+01 1.300000000000000000e+01
1.340200050404756951e+02 5.900224785781410475e+01 1.100000000000000000e+01
1.340202519155070320e+02 5.900350750129315713e+01 4.029000000000000000e+03
-4.100741129765489035e+01 5.337571257430899863e+01 3.984000000000000000e+03
-4.012751010227540149e+01 5.324642654083531568e+01 2.994000000000000000e+03
-4.597694775663011058e+01 1.209979102773686748e+02 4.101000000000000000e+03
-4.597992717693180964e+01 1.209977674518159034e+02 3.706000000000000000e+03
-4.598022813139346709e+01 1.209973736756828941e+02 2.837000000000000000e+03
-4.597801634125266901e+01 1.209977256306605256e+02 4.022000000000000000e+03
-4.597999495952431914e+01 1.209977521421858739e+02 3.008000000000000000e+03
-4.597974808449294670e+01 1.209964924987068287e+02 4.006000000000000000e+03
1.389925887023451025e+02 1.266242874256910085e+02 4.094000000000000000e+03
1.398724898977246198e+02 1.267535734591646843e+02 3.732000000000000000e+03
1.339798041885425164e+02 5.929278300599190032e+01 2.830000000000000000e+03
1.339829159818370954e+02 5.929166172358154796e+01 4.004000000000000000e+03
1.339831541996369140e+02 5.929207807892957760e+01 3.993000000000000000e+03
1.339808130022980777e+02 5.929255492880672307e+01 2.996000000000000000e+03
1.339830026328056647e+02 5.929119330473497484e+01 4.069000000000000000e+03
1.339829556673257116e+02 5.929203031628555465e+01 3.720000000000000000e+03
-4.602019581145748361e+01 1.207072169940081068e+02 2.806000000000000000e+03
-4.601708401816291882e+01 1.207083382764184591e+02 3.992000000000000000e+03
-4.601684580036308603e+01 1.207079219210704508e+02 3.053000000000000000e+03
-4.601918699770195076e+01 1.207074450711932769e+02 4.066000000000000000e+03
-4.601699736719432821e+01 1.207088066952650252e+02 4.056000000000000000e+03
-4.601704433267429550e+01 1.207079696837144382e+02 3.779000000000000000e+03
1.340092714704940988e+02 5.957523256262999212e+01 2.794000000000000000e+03
1.340071552919372095e+02 5.957510014286253863e+01 4.012000000000000000e+03
1.340076619615983304e+02 5.957528345512687906e+01 3.041000000000000000e+03
1.340086262938641255e+02 5.957469972512048884e+01 4.040000000000000000e+03
1.340079046463254713e+02 5.957555316778699961e+01 4.078000000000000000e+03
1.340070698611930595e+02 5.957414075648578944e+01 3.749000000000000000e+03
-4.599072852950592249e+01 1.204247674373700079e+02 2.812000000000000000e+03
-4.599284470806280467e+01 1.204248998571374472e+02 4.016000000000000000e+03
-4.599233803840166956e+01 1.204247165448731209e+02 4.055000000000000000e+03
-4.599137370613589582e+01 1.204253002748794898e+02 3.043000000000000000e+03
-4.599209535367452162e+01 1.204244468322130075e+02 4.083000000000000000e+03
-4.599293013880694048e+01 1.204258592435142106e+02 3.771000000000000000e+03
1.340151567387773639e+02 5.985114890571734492e+01 2.818000000000000000e+03
1.340147334802028638e+02 5.984847119388545877e+01 4.041000000000000000e+03
1.340146480409578373e+02 5.984867922216911751e+01 2.991000000000000000e+03
1.340152725824707431e+02 5.985095095147404720e+01 3.986000000000000000e+03
1.340146970545414149e+02 5.984876715112380907e+01 4.119000000000000000e+03
1.340154252819267811e+02 5.985205079628453717e+01 3.707000000000000000e+03
-4.598484326122263610e+01 1.201488510942826622e+02 2.857000000000000000e+03
-4.598526651979715041e+01 1.201515288061145270e+02 4.032000000000000000e+03
-4.598535195904218398e+01 1.201513207778308896e+02 2.983000000000000000e+03
-4.598472741752925685e+01 1.201490490485259386e+02 3.978000000000000000e+03
-4.598530294545859931e+01 1.201512328488761909e+02 4.111000000000000000e+03
-4.598457471807321184e+01 1.201479492037154699e+02 3.701000000000000000e+03
1.340339763392488237e+02 6.012237683889689777e+01 2.850000000000000000e+03
1.340319063739055991e+02 6.012329959194276796e+01 4.037000000000000000e+03
1.340314731933797816e+02 6.012284601877407653e+01 2.985000000000000000e+03
1.340339766655756648e+02 6.012210687772289930e+01 3.976000000000000000e+03
1.340312609996593949e+02 6.012301522418930233e+01 4.115000000000000000e+03
1.340348586543943838e+02 6.012222478676392257e+01 3.697000000000000000e+03
-4.596602366075117629e+01 1.198776231611031022e+02 2.853000000000000000e+03
-4.596809362609440086e+01 1.198767004080572320e+02 2.988000000000000000e+03
-4.596852680662021839e+01 1.198771539812259448e+02 4.024000000000000000e+03
-4.596602333442434229e+01 1.198778931222771007e+02 3.977000000000000000e+03
-4.596873900034057669e+01 1.198769847758106977e+02 4.100000000000000000e+03
-4.596514134560561615e+01 1.198777752132360916e+02 3.696000000000000000e+03
1.340401304961221172e+02 6.037631571195004199e+01 2.842000000000000000e+03
1.340359893732391470e+02 6.037313190831699217e+01 4.024000000000000000e+03
1.340365909778395519e+02 6.037336185206924455e+01 2.955000000000000000e+03
1.340404983600157323e+02 6.037644236298368838e+01 3.939000000000000000e+03
1.340365458159066634e+02 6.037303010557417338e+01 4.102000000000000000e+03
1.340411453744616779e+02 6.037681288651231171e+01 3.665000000000000000e+03
-4.595986950387788994e+01 1.196236842880499580e+02 2.846000000000000000e+03
-4.596401062676083882e+01 1.196268680916830078e+02 2.456000000000000000e+03
-4.596340902216044810e+01 1.196266381479307483e+02 3.717000000000000000e+03
-4.595950163998426774e+01 1.196235576370163187e+02 2.433000000000000000e+03
-4.596345418409333661e+01 1.196269698944258266e+02 3.247000000000000000e+03
-4.595885462553832213e+01 1.196231871134876883e+02 3.754000000000000000e+03
1.340741189641954350e+02 6.063662109839756909e+01 3.027000000000000000e+03
1.340765998578345375e+02 6.063321041817406609e+01 8.500000000000000000e+01
1.340773813034390116e+02 6.063306720047537368e+01 2.553000000000000000e+03
1.340748208419572052e+02 6.063585995156042685e+01 4.000000000000000000e+01
1.340764469599843096e+02 6.063351939886818798e+01 3.900000000000000000e+01
1.340763388022972720e+02 6.063508970067832848e+01 8.500000000000000000e+01
-4.592588103580455794e+01 1.193633789016024167e+02 7.800000000000000000e+01
-4.592340014216546251e+01 1.193667895818259410e+02 9.000000000000000000e+00
-4.592261869656101680e+01 1.193669327995246050e+02 2.000000000000000000e+00
-4.592517915804280904e+01 1.193641400484395803e+02 2.000000000000000000e+00
-4.592355304001570460e+01 1.193664806011318262e+02 1.200000000000000000e+01
-4.592366119770272093e+01 1.193649102993216786e+02 4.000000000000000000e+01
-4.694288641328409284e+01 1.188713029557677032e+02 2.000000000000000000e+00
1.330552237875508013e+02 6.113084165208551468e+01 3.900000000000000000e+01
1.330560113147715526e+02 6.113065438518069072e+01 8.500000000000000000e+01
-4.694314262644479641e+01 1.188714390807121077e+02 2.300000000000000000e+01
1.330562640849866796e+02 6.113056165806037257e+01 4.000000000000000000e+00
-4.694391865454429080e+01 1.188724007657317827e+02 2.485000000000000000e+03
1.330571135867159001e+02 6.112869704423230388e+01 3.750000000000000000e+03
-4.694477621244922005e+01 1.188691583479144782e+02 3.277000000000000000e+03
-4.694398868522844026e+01 1.188693456148193093e+02 3.796000000000000000e+03
1.330568573735552320e+02 6.112856091928789226e+01 3.030000000000000000e+03
-4.694373591501334175e+01 1.188694383419396274e+02 8.600000000000000000e+01
1.330560813454557092e+02 6.112759923426823860e+01 2.595000000000000000e+03
1.330888664595459545e+02 6.138403101963810826e+01 3.900000000000000000e+01
1.330979997366500243e+02 6.137989785173243007e+01 8.600000000000000000e+01
1.330969969039693694e+02 6.138056893478840692e+01 4.000000000000000000e+01
-4.691056567522529264e+01 1.186153473068461324e+02 8.600000000000000000e+01
1.330968066786008990e+02 6.138093218971957299e+01 6.400000000000000000e+01
1.330897935084522885e+02 6.138679100293138191e+01 2.600000000000000000e+01
-4.691113354045406680e+01 1.186159689803618988e+02 2.000000000000000000e+00
-4.690200026334998995e+01 1.186201021482675912e+02 4.000000000000000000e+00
-4.690300309603063766e+01 1.186194310652115860e+02 3.900000000000000000e+01
1.330894343247747429e+02 6.138465269315388184e+01 8.600000000000000000e+01
