# w mse
3.000000000000000000e+00 2.342398633257432999e-02
5.000000000000000000e+00 5.585552967466164698e-02
9.000000000000000000e+00 1.393896187589731828e-01
1.700000000000000000e+01 3.102582570075936852e-01
3.300000000000000000e+01 6.536043624719157785e-01
6.500000000000000000e+01 1.349067993357421891e+00
1.290000000000000000e+02 2.755700876377046526e+00
2.570000000000000000e+02 5.295846401540666548e+00
5.130000000000000000e+02 8.951460008652309952e+00
1.025000000000000000e+03 1.489745620858875341e+01
2.049000000000000000e+03 2.442863474021449832e+01
4.097000000000000000e+03 3.836554746637605007e+01
