# ezz df
0.000000000000000000e+00 0.000000000000000000e+00
1.000044270853317485e-03 0.000000000000000000e+00
2.000088541706634970e-03 0.000000000000000000e+00
3.000132812559952455e-03 0.000000000000000000e+00
4.000177083413269941e-03 0.000000000000000000e+00
5.000221354266587426e-03 0.000000000000000000e+00
6.000265625119682866e-03 0.000000000000000000e+00
7.000309895973000351e-03 0.000000000000000000e+00
8.000354166826317837e-03 0.000000000000000000e+00
9.000398437679635322e-03 0.000000000000000000e+00
1.000044270853295281e-02 0.000000000000000000e+00
1.100048697938627029e-02 0.000000000000000000e+00
1.200053125023958778e-02 0.000000000000000000e+00
1.300057552109290526e-02 0.000000000000000000e+00
1.400061979194622275e-02 0.000000000000000000e+00
1.500066406279954023e-02 0.000000000000000000e+00
1.600070833365285772e-02 0.000000000000000000e+00
1.700075260450617520e-02 0.000000000000000000e+00
1.800079687535927064e-02 0.000000000000000000e+00
1.900084114621258813e-02 0.000000000000000000e+00
2.000088541706590561e-02 0.000000000000000000e+00
2.100092968791922310e-02 0.000000000000000000e+00
2.200097395877254058e-02 0.000000000000000000e+00
2.300101822962585807e-02 0.000000000000000000e+00
2.400106250047917555e-02 0.000000000000000000e+00
2.500110677133249304e-02 0.000000000000000000e+00
2.600115104218581052e-02 0.000000000000000000e+00
2.700119531303912801e-02 0.000000000000000000e+00
2.800123958389244549e-02 0.000000000000000000e+00
2.900128385474576298e-02 0.000000000000000000e+00
3.000132812559885842e-02 0.000000000000000000e+00
3.100137239645217591e-02 0.000000000000000000e+00
3.200141666730549339e-02 0.000000000000000000e+00
3.300146093815881088e-02 0.000000000000000000e+00
3.400150520901212836e-02 0.000000000000000000e+00
3.500154947986544585e-02 0.000000000000000000e+00
3.600159375071876333e-02 0.000000000000000000e+00
3.700163802157208082e-02 0.000000000000000000e+00
3.800168229242539830e-02 0.000000000000000000e+00
3.900172656327871579e-02 0.000000000000000000e+00
4.000177083413203327e-02 0.000000000000000000e+00
4.100181510498535076e-02 0.000000000000000000e+00
4.200185937583844620e-02 0.000000000000000000e+00
4.300190364669176368e-02 0.000000000000000000e+00
4.400194791754508117e-02 0.000000000000000000e+00
4.500199218839839865e-02 0.000000000000000000e+00
4.600203645925171614e-02 0.000000000000000000e+00
4.700208073010503362e-02 0.000000000000000000e+00
4.800212500095835111e-02 0.000000000000000000e+00
4.900216927181166859e-02 0.000000000000000000e+00
5.000221354266498608e-02 0.000000000000000000e+00
5.100225781351830356e-02 0.000000000000000000e+00
5.200230208437162105e-02 0.000000000000000000e+00
5.300234635522493853e-02 0.000000000000000000e+00
5.400239062607803397e-02 0.000000000000000000e+00
5.500243489693135146e-02 0.000000000000000000e+00
5.600247916778466895e-02 0.000000000000000000e+00
5.700252343863798643e-02 0.000000000000000000e+00
5.800256770949130392e-02 0.000000000000000000e+00
5.900261198034462140e-02 0.000000000000000000e+00
6.000265625119793889e-02 0.000000000000000000e+00
6.100270052205125637e-02 0.000000000000000000e+00
6.200274479290457386e-02 0.000000000000000000e+00
6.300278906375789134e-02 0.000000000000000000e+00
6.400283333461120883e-02 0.000000000000000000e+00
6.500287760546430427e-02 0.000000000000000000e+00
6.600292187631762175e-02 -1.812161717249016988e+02
6.700296614717093924e-02 0.000000000000000000e+00
6.800301041802425672e-02 2.249866298677576992e+01
6.900305468887757421e-02 0.000000000000000000e+00
7.000309895973089169e-02 2.995663029879831463e+00
7.100314323058420918e-02 0.000000000000000000e+00
7.200318750143752666e-02 1.146488954888176615e+01
7.300323177229084415e-02 0.000000000000000000e+00
7.400327604314416163e-02 2.306889083007973795e+00
7.500332031399747912e-02 2.182867454140224872e+00
7.600336458485079660e-02 0.000000000000000000e+00
7.700340885570389204e-02 2.356609450760132507e+00
7.800345312655720953e-02 2.093036044804476248e+00
7.900349739741052701e-02 2.209322423822088766e+00
8.000354166826384450e-02 2.219880210406876220e+00
8.100358593911716198e-02 2.282434775599299304e+00
8.200363020997047947e-02 2.251000245361288066e+00
8.300367448082379696e-02 2.230545084323606098e+00
8.400371875167711444e-02 2.216476781828800036e+00
8.500376302253043193e-02 2.271115824411385820e+00
8.600380729338374941e-02 0.000000000000000000e+00
8.700385156423706690e-02 2.145370738510553377e+00
8.800389583509038438e-02 2.155260778988979276e+00
8.900394010594347982e-02 2.264572658065465482e+00
9.000398437679679731e-02 2.150500396392644564e+00
9.100402864765011479e-02 2.178513974805388997e+00
9.200407291850343228e-02 2.182955634364912356e+00
9.300411718935674976e-02 2.289875808196888851e+00
9.400416146021006725e-02 2.219576166806691564e+00
9.500420573106338473e-02 2.229907315390101008e+00
9.600425000191670222e-02 2.213942372971956285e+00
9.700429427277001970e-02 2.168414799777765190e+00
9.800433854362333719e-02 2.206704523313139266e+00
9.900438281447665467e-02 2.129071708262277873e+00
1.000044270853299722e-01 2.086349220635937751e+00
1.010044713561830676e-01 2.333980435806991771e+00
1.020045156270363851e-01 2.223204653722115065e+00
1.030045598978897026e-01 2.307619073769601403e+00
1.040046041687430201e-01 2.199237141118943306e+00
1.050046484395963375e-01 2.191812807116169992e+00
1.060046927104496550e-01 2.250520912669322637e+00
1.070047369813029725e-01 2.177638852805235725e+00
1.080047812521562900e-01 2.222461492924404425e+00
1.090048255230096075e-01 2.194844068753326383e+00
1.100048697938629250e-01 2.279869303301204742e+00
1.110049140647162425e-01 2.215599578362063227e+00
1.120049583355695599e-01 2.189180627174390992e+00
1.130050026064226554e-01 2.200902083590716263e+00
1.140050468772759729e-01 2.214139380521210398e+00
1.150050911481292903e-01 2.191007229599112982e+00
1.160051354189826078e-01 2.189610814052526777e+00
1.170051796898359253e-01 2.222596980024510227e+00
1.180052239606892428e-01 2.153262425886568909e+00
1.190052682315425603e-01 2.176889674392487706e+00
1.200053125023958778e-01 2.188478800047685358e+00
1.210053567732491953e-01 2.224485300428729939e+00
1.220054010441025127e-01 2.177759535973352367e+00
1.230054453149558302e-01 2.186512076546446526e+00
1.240054895858089257e-01 2.174734301924805990e+00
1.250055338566622432e-01 2.157520992188631581e+00
1.260055781275155606e-01 2.221407770987988695e+00
1.270056223983688781e-01 2.213122403773810642e+00
1.280056666692221956e-01 2.183313425412459985e+00
1.290057109400755131e-01 2.175136649400706279e+00
1.300057552109288306e-01 2.186793397336160183e+00
1.310057994817821481e-01 2.189763043206135684e+00
1.320058437526354655e-01 2.187517160845574349e+00
1.330058880234887830e-01 2.385795839266464657e+00
1.340059322943421005e-01 2.349678387805740343e+00
1.350059765651954180e-01 2.274516785010626929e+00
1.360060208360485134e-01 2.323982961000657266e+00
1.370060651069018309e-01 2.297726264451667166e+00
1.380061093777551484e-01 2.278499579044252599e+00
1.390061536486084659e-01 2.268437201422704330e+00
1.400061979194617834e-01 2.282958498294812788e+00
1.410062421903151009e-01 2.266481473527267365e+00
1.420062864611684184e-01 2.275139517069387551e+00
1.430063307320217358e-01 2.289341077114847689e+00
1.440063750028750533e-01 2.293007185091583189e+00
1.450064192737283708e-01 2.253108334011545644e+00
1.460064635445816883e-01 2.251701511078867401e+00
1.470065078154350058e-01 2.259847807911606221e+00
1.480065520862881012e-01 2.246413655127591724e+00
1.490065963571414187e-01 2.225682942604170655e+00
1.500066406279947362e-01 2.232945299356579927e+00
1.510066848988480537e-01 2.214314152123140644e+00
1.520067291697013712e-01 2.169763417733595379e+00
1.530067734405546886e-01 2.249526591787673002e+00
1.540068177114080061e-01 2.218093596696890657e+00
1.550068619822613236e-01 2.079631498738346185e+00
1.560069062531146411e-01 2.091076099538651700e+00
1.570069505239679586e-01 2.079999447545151980e+00
1.580069947948212761e-01 2.036070250712610719e+00
1.590070390656745936e-01 2.083397492875450840e+00
1.600070833365276890e-01 2.064025104585744508e+00
1.610071276073810065e-01 2.105279647621769890e+00
1.620071718782343240e-01 2.056991173664875383e+00
1.630072161490876415e-01 2.075123871995218749e+00
1.640072604199409589e-01 2.092864960065992985e+00
1.650073046907942764e-01 2.057977004688956946e+00
1.660073489616475939e-01 2.057090092117008329e+00
1.670073932325009114e-01 2.046597470447508726e+00
1.680074375033542289e-01 2.059707619618089236e+00
1.690074817742075464e-01 2.137978215351294065e+00
1.700075260450608639e-01 2.056609442998717618e+00
1.710075703159141813e-01 2.107141559245917950e+00
1.720076145867672768e-01 2.106663415091452052e+00
1.730076588576205943e-01 2.138205768742724278e+00
1.740077031284739117e-01 2.187333884021898545e+00
1.750077473993272292e-01 2.121140436994089384e+00
1.760077916701805467e-01 2.157701417770171659e+00
1.770078359410338642e-01 2.149507860170115414e+00
1.780078802118871817e-01 2.168881750919401163e+00
1.790079244827404992e-01 2.119844123988656293e+00
1.800079687535938167e-01 2.176207363493468439e+00
1.810080130244471341e-01 2.165400745985956998e+00
1.820080572953004516e-01 2.174664465931949842e+00
1.830081015661535471e-01 2.143505095196992727e+00
1.840081458370068646e-01 2.229087496761013476e+00
1.850081901078601820e-01 2.104136663614220470e+00
1.860082343787134995e-01 2.194909742752054083e+00
1.870082786495668170e-01 2.182799445131309746e+00
1.880083229204201345e-01 2.098683987609360369e+00
