# w mse
3.000000000000000000e+00 1.051160262271590064e-03
5.000000000000000000e+00 3.746507223194927867e-03
9.000000000000000000e+00 1.323303136563238822e-02
1.700000000000000000e+01 4.716288659755425716e-02
3.300000000000000000e+01 1.567090148032462549e-01
6.500000000000000000e+01 4.065637150868445238e-01
1.290000000000000000e+02 9.032622225080120248e-01
2.570000000000000000e+02 2.378583521638638398e+00
5.130000000000000000e+02 6.117529407114577822e+00
1.025000000000000000e+03 1.340617689827056580e+01
2.049000000000000000e+03 2.139374036075799168e+01
4.097000000000000000e+03 2.569565766587711764e+01
8.193000000000000000e+03 3.088540340210642299e+01
