# w mse
3.000000000000000000e+00 4.702584396067519164e-03
5.000000000000000000e+00 1.279340687245383162e-02
9.000000000000000000e+00 3.738997303723429894e-02
1.700000000000000000e+01 1.037181617928785715e-01
3.300000000000000000e+01 2.911617693247091077e-01
6.500000000000000000e+01 8.062871976509937699e-01
1.290000000000000000e+02 2.093646014786066711e+00
2.570000000000000000e+02 4.498779246349457139e+00
5.130000000000000000e+02 8.409500956997673526e+00
1.025000000000000000e+03 1.502984052073476207e+01
2.049000000000000000e+03 1.743121320783872719e+01
4.097000000000000000e+03 1.765957057611108283e+01
8.193000000000000000e+03 2.173314872367622641e+01
