# w mse
3.000000000000000000e+00 4.614529653234404095e-03
5.000000000000000000e+00 1.250385546658138065e-02
9.000000000000000000e+00 3.766934407261118140e-02
1.700000000000000000e+01 1.132051112080114386e-01
3.300000000000000000e+01 3.346087102685377790e-01
6.500000000000000000e+01 8.992197383598037330e-01
1.290000000000000000e+02 2.133893697126393096e+00
2.570000000000000000e+02 4.408795757023529660e+00
5.130000000000000000e+02 7.916079331496415961e+00
1.025000000000000000e+03 1.486069785778517094e+01
2.049000000000000000e+03 2.493361230147985452e+01
4.097000000000000000e+03 2.654897466983400989e+01
8.193000000000000000e+03 3.015860926921191520e+01
