#grainID1 grainID2 x y phi1 Phi phi2 angle
5 17 -1.536801e+01 -6.860806e+00 2.277979e+02 1.247333e+02 1.138357e+02 1.255009e+02
5 17 -1.537386e+01 -6.992638e+00 3.039339e+02 6.991588e+01 2.186269e+02 1.657256e+02
5 17 -1.536253e+01 -6.795836e+00 2.279617e+02 1.245361e+02 1.134711e+02 1.253238e+02
0 24 -5.126795e+01 2.886709e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 24 -5.118135e+01 2.886709e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 7 -5.196076e-01 2.886709e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 7 -4.330064e-01 2.886709e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 7 -1.732025e-01 2.886709e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 7 -2.598038e-01 2.886709e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
3 17 -1.597744e+01 -5.031052e+00 3.397336e+02 1.116346e+02 3.101522e+02 1.252379e+02
3 17 -1.576663e+01 -4.779132e+00 1.150484e+02 1.094190e+02 4.604650e+01 1.691112e+02
3 5 -1.618115e+01 -5.150379e+00 1.719554e+02 7.896739e+01 8.551145e+01 1.222478e+02
44 46 -5.101678e+01 -4.699437e+01 1.133323e+02 1.257622e+02 3.259185e+02 1.388906e+02
44 46 -5.105459e+01 -4.699171e+01 2.412154e+02 1.401582e+02 1.101261e+02 1.402767e+02
13 21 -2.315092e+01 -2.121457e+01 1.792324e+02 5.943037e+01 4.400371e+01 1.426777e+02
0 54 2.886709e-02 -5.819915e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 54 2.886709e-02 -5.824915e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 54 -1.385620e+00 -6.002799e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 54 -1.299019e+00 -6.002799e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 54 2.886709e-02 -5.814915e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 54 2.886709e-02 -5.809915e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 54 2.886709e-02 -5.934913e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 54 2.886709e-02 -5.929913e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 56 -4.477286e+01 -6.002799e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 56 -4.485946e+01 -6.002799e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 55 -2.450816e+01 -6.002799e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 55 -2.459476e+01 -6.002799e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 56 -4.815031e+01 -6.002799e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 56 -4.806370e+01 -6.002799e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 24 -3.368789e+01 2.886709e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 24 -3.360129e+01 2.886709e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 7 2.886709e-02 -4.999927e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 7 2.886709e-02 -9.999853e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
3 10 -1.765207e+01 -5.320836e+00 3.112340e+02 5.728457e+01 5.053433e+01 5.730954e+01
3 10 -1.783149e+01 -5.168589e+00 1.344917e+02 1.234073e+02 3.448901e+02 1.523181e+02
3 10 -1.796988e+01 -4.883872e+00 1.410522e+02 1.238205e+02 3.493511e+02 1.572198e+02
3 10 -1.808462e+01 -4.521887e+00 1.588136e+02 3.618673e+01 3.457906e+02 1.464079e+02
5 17 -1.536637e+01 -7.045283e+00 1.564963e+02 5.751184e+01 3.220643e+02 1.267896e+02
5 17 -1.530975e+01 -7.584917e+00 1.250529e+02 7.040063e+01 2.155677e+02 7.268593e+01
5 17 -1.531940e+01 -7.642125e+00 2.343507e+01 1.230645e+02 1.395695e+02 1.719219e+02
5 17 -1.530126e+01 -7.425716e+00 3.374793e+02 1.228759e+02 3.991067e+01 1.235916e+02
5 17 -1.529714e+01 -7.348034e+00 2.803166e+02 4.981808e+01 2.259556e+02 1.494902e+02
5 17 -1.530280e+01 -7.482004e+00 1.577692e+02 5.681620e+01 3.185897e+02 1.247389e+02
5 10 -1.620392e+01 -6.271679e+00 3.137390e+02 6.834214e+01 4.460678e+01 6.835972e+01
5 10 -1.607949e+01 -6.450588e+00 2.966492e+02 1.321398e+02 3.319981e+02 1.470720e+02
0 24 -5.142672e+01 -1.749974e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 24 -5.142672e+01 -1.249982e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 24 -5.142672e+01 -2.249967e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 24 -5.142672e+01 -2.749960e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 55 -2.866502e+01 -6.002799e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 55 -2.875162e+01 -6.002799e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
55 56 -4.129056e+01 -5.744742e+01 1.483215e+02 9.656835e+01 1.179865e+02 1.258530e+02
55 56 -4.127748e+01 -5.748606e+01 3.527327e+02 5.898499e+01 3.140804e+01 6.332026e+01
21 28 -2.294234e+01 -2.136622e+01 4.263483e+01 1.438079e+02 1.149989e+02 1.730926e+02
13 21 -2.301501e+01 -2.131045e+01 1.799757e+02 5.755604e+01 4.303586e+01 1.425147e+02
13 28 -2.291014e+01 -2.130760e+01 3.148225e+02 1.300428e+02 2.673985e+02 1.625037e+02
21 28 -2.290352e+01 -2.141718e+01 2.273976e+02 3.608193e+01 2.957253e+02 1.639583e+02
21 28 -2.284743e+01 -2.147953e+01 2.239120e+02 3.738070e+01 1.193651e+02 4.082852e+01
3 10 -2.214877e+01 -2.512639e+00 2.252873e+02 5.395186e+01 2.853860e+02 1.539240e+02
3 10 -2.212867e+01 -2.510994e+00 2.247023e+02 5.280306e+01 2.864580e+02 1.542233e+02
0 54 2.886709e-02 -5.829914e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 54 2.886709e-02 -5.839914e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 54 2.886709e-02 -5.864914e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 54 -7.216773e-03 -6.002799e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 54 2.886709e-02 -6.000105e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 54 -8.660127e-02 -6.002799e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 54 -1.732025e-01 -6.002799e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 54 -2.598038e-01 -6.002799e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 54 2.886709e-02 -5.949913e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 54 2.886709e-02 -5.954913e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 55 -2.312254e+01 -6.002799e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 55 -2.320914e+01 -6.002799e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 55 -3.567972e+01 -6.002799e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 55 -3.559312e+01 -6.002799e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 55 -3.576632e+01 -6.002799e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 56 -4.425325e+01 -6.002799e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 56 -4.433985e+01 -6.002799e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 56 -4.468626e+01 -6.002799e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 56 -4.970913e+01 -6.002799e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 56 -4.979573e+01 -6.002799e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 55 -2.277613e+01 -6.002799e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 55 -2.286274e+01 -6.002799e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 56 -4.823691e+01 -6.002799e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 56 -4.797710e+01 -6.002799e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
35 39 -5.774559e+00 -3.934797e+01 1.848301e+02 7.220427e+01 1.427497e+02 7.823627e+01
35 39 -5.752854e+00 -3.932030e+01 9.520306e+01 1.622570e+02 1.478348e+02 1.707513e+02
0 24 -3.429410e+01 2.886709e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 24 -3.420750e+01 2.886709e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 24 -3.438070e+01 2.886709e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 24 -3.446731e+01 2.886709e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 24 -3.472711e+01 2.886709e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 24 -3.481371e+01 2.886709e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 1 -3.031044e+01 2.886709e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 1 -3.039705e+01 2.886709e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 3 -2.762581e+01 2.886709e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 3 -2.771241e+01 2.886709e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 3 -2.953103e+01 2.886709e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 3 -2.944443e+01 2.886709e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
11 14 -6.495095e-02 -1.873723e+01 3.150863e+02 1.089905e+02 2.251603e+02 1.798568e+02
11 14 -5.669443e-02 -1.871966e+01 3.158133e+02 1.094711e+02 2.256234e+02 1.791705e+02
11 14 -7.320725e-02 -1.875479e+01 3.150271e+02 1.088865e+02 2.246718e+02 1.798249e+02
5 17 -1.536183e+01 -6.730171e+00 4.693881e+01 1.255984e+02 1.120369e+02 1.704323e+02
5 17 -1.534985e+01 -7.099286e+00 2.224079e+02 1.212202e+02 2.301943e+02 1.403627e+02
5 17 -1.532559e+01 -7.168121e+00 2.798787e+02 4.959579e+01 2.254111e+02 1.485777e+02
5 17 -1.530359e+01 -7.529296e+00 1.127970e+02 1.266446e+02 1.351890e+02 1.509247e+02
5 10 -1.601738e+01 -6.534115e+00 2.975638e+02 1.326500e+02 3.337519e+02 1.466217e+02
0 24 -5.142672e+01 -5.249923e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 24 -5.142672e+01 -5.749916e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 24 -5.142672e+01 -3.749945e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 7 -6.062089e-01 2.886709e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 56 -5.142672e+01 -5.912413e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 56 -5.142672e+01 -5.917413e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 56 -5.142672e+01 -5.892414e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 56 -5.142672e+01 -5.897414e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
51 56 -5.085641e+01 -5.501168e+01 3.203391e+02 5.497940e+01 2.179902e+02 1.785179e+02
51 56 -5.081776e+01 -5.502896e+01 2.223897e+02 5.038700e+01 3.426650e+02 1.573619e+02
51 56 -5.089416e+01 -5.499426e+01 3.187832e+02 5.677343e+01 2.186500e+02 1.777418e+02
0 55 -2.857842e+01 -6.002799e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
55 56 -4.115917e+01 -5.778533e+01 3.285526e+02 8.404568e+01 6.180367e+01 8.839125e+01
55 56 -4.114663e+01 -5.782773e+01 3.284295e+02 8.603925e+01 6.142240e+01 9.010611e+01
55 56 -4.135715e+01 -5.727798e+01 2.358753e+02 6.154985e+01 2.771957e+02 1.569197e+02
55 56 -4.135615e+01 -5.724339e+01 4.329076e+01 1.365996e+02 2.216934e+02 1.510732e+02
55 56 -4.134535e+01 -5.730776e+01 3.168958e+02 4.275636e+01 4.120186e+01 4.279668e+01
55 56 -4.098403e+01 -5.878663e+01 1.326629e+02 1.368188e+02 2.212821e+02 1.368821e+02
55 56 -4.098405e+01 -5.876164e+01 1.059192e+01 1.165416e+02 3.054841e+02 1.216155e+02
0 55 -3.923038e+01 -6.002799e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 55 -3.914377e+01 -6.002799e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 55 -3.931698e+01 -6.002799e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 44 -5.142672e+01 -3.782445e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 44 -5.142672e+01 -3.787444e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 44 -5.142672e+01 -4.297437e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 44 -5.142672e+01 -4.292437e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 44 -5.142672e+01 -4.302437e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 44 -5.142672e+01 -4.307437e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
44 51 -5.130836e+01 -4.703718e+01 1.807737e+02 6.063288e+01 2.070686e+01 1.614849e+02
44 51 -5.133290e+01 -4.700113e+01 1.790410e+02 6.486568e+01 2.237491e+01 1.619551e+02
51 56 -4.898839e+01 -5.501270e+01 3.305824e+02 6.634262e+01 2.168138e+02 1.738104e+02
51 56 -4.895291e+01 -5.499720e+01 3.307289e+02 6.571638e+01 2.168796e+02 1.736102e+02
51 56 -4.901839e+01 -5.503012e+01 3.307955e+02 6.677751e+01 2.167878e+02 1.736696e+02
51 56 -4.873522e+01 -5.493636e+01 3.296924e+02 6.699165e+01 2.177405e+02 1.738028e+02
51 56 -4.871565e+01 -5.493717e+01 3.302718e+02 6.634242e+01 2.175720e+02 1.734360e+02
44 46 -4.899467e+01 -4.211188e+01 3.069282e+02 7.186545e+01 4.237472e+01 7.255103e+01
44 46 -4.899465e+01 -4.208689e+01 2.387712e+02 1.366133e+02 1.063156e+02 1.369985e+02
44 46 -4.899467e+01 -4.213688e+01 3.057236e+02 7.119205e+01 4.217921e+01 7.207848e+01
26 28 -2.584466e+01 -3.097471e+01 3.022050e+02 6.249280e+01 1.932119e+02 1.421540e+02
26 28 -2.581496e+01 -3.095352e+01 3.044272e+02 6.301870e+01 1.905160e+02 1.418689e+02
23 26 -2.814541e+01 -3.013474e+01 4.445899e+01 1.103222e+02 1.349629e+02 1.796697e+02
23 26 -2.816706e+01 -3.013940e+01 2.245543e+02 7.009441e+01 4.540987e+01 1.092799e+02
25 37 -3.829941e+01 -3.080970e+01 3.333962e+02 1.312068e+02 2.066370e+02 1.799863e+02
25 37 -3.832106e+01 -3.079955e+01 3.341292e+02 1.299701e+02 2.072139e+02 1.794321e+02
23 24 -3.330524e+01 -2.957326e+01 1.530199e+02 9.477752e+01 1.614606e+01 1.726710e+02
23 24 -3.328671e+01 -2.954481e+01 2.650770e+02 6.282609e+01 2.873192e+02 1.694263e+02
22 24 -3.376757e+01 -2.992659e+01 1.272967e+02 7.749324e+01 2.139313e+02 7.938560e+01
22 24 -3.375390e+01 -2.988458e+01 2.263663e+02 5.628668e+01 1.639122e+02 6.332225e+01
22 25 -3.375999e+01 -2.996689e+01 1.566754e+02 1.085888e+02 3.417132e+02 1.560714e+02
24 25 -3.379797e+01 -2.994574e+01 1.142796e+02 1.376504e+02 1.613529e+02 1.489501e+02
22 23 -3.325665e+01 -2.984650e+01 1.581945e+02 1.853866e+01 2.329494e+01 1.785301e+02
22 23 -3.328912e+01 -2.979027e+01 2.680996e+02 6.533784e+00 2.885172e+02 1.634104e+02
23 26 -3.314732e+01 -2.990856e+01 2.246589e+02 7.089857e+01 2.236566e+02 1.084739e+02
23 26 -3.317123e+01 -2.990959e+01 3.152259e+02 1.085720e+02 4.396344e+01 1.085740e+02
23 26 -3.312508e+01 -2.989940e+01 2.240974e+02 7.050734e+01 2.251062e+02 1.088982e+02
12 13 -2.315181e+01 -1.517687e+01 2.279100e+02 2.240046e+01 1.358893e+02 2.271633e+01
12 13 -2.322821e+01 -1.517601e+01 2.256506e+02 2.116884e+01 1.362742e+02 2.125517e+01
12 13 -2.307588e+01 -1.515563e+01 1.355151e+02 1.573826e+02 3.175733e+02 1.644975e+02
21 28 -2.226806e+01 -2.232297e+01 2.248443e+02 1.438717e+02 1.172882e+02 1.443248e+02
21 28 -2.224922e+01 -2.236611e+01 2.204972e+02 1.435241e+02 1.156170e+02 1.443405e+02
21 28 -2.248168e+01 -2.182244e+01 2.267680e+02 1.436617e+02 1.194206e+02 1.439344e+02
21 28 -2.245501e+01 -2.188157e+01 1.154104e+01 1.226119e+02 2.511784e+02 1.430049e+02
21 28 -2.266642e+01 -2.163371e+01 1.244441e+01 1.226817e+02 7.094778e+01 1.380319e+02
21 28 -2.257304e+01 -2.171079e+01 2.265425e+02 1.435299e+02 1.191831e+02 1.438223e+02
21 28 -2.276843e+01 -2.155043e+01 7.845192e+01 5.793642e+01 2.505160e+02 6.508263e+01
13 28 -2.258419e+01 -2.110461e+01 1.351284e+02 4.848600e+01 9.178026e+01 1.374411e+02
13 28 -2.268976e+01 -2.115920e+01 1.389189e+02 1.383952e+02 1.834280e+02 1.407155e+02
10 24 -2.971783e+01 -9.790117e+00 1.208468e+02 7.478078e+01 2.062970e+02 8.070407e+01
10 24 -2.973922e+01 -9.832439e+00 1.214197e+02 7.488804e+01 2.063829e+02 8.057428e+01
23 24 -3.256763e+01 -2.822949e+01 2.647822e+02 6.220564e+01 2.887717e+02 1.684018e+02
23 24 -3.259474e+01 -2.825551e+01 2.653649e+02 6.295396e+01 2.876959e+02 1.688677e+02
0 54 2.886709e-02 -5.804915e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 54 2.886709e-02 -5.834914e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
53 54 -4.330085e+00 -5.588403e+01 1.356034e+02 1.093973e+02 1.345257e+02 1.317057e+02
53 54 -4.351714e+00 -5.588900e+01 3.154883e+02 7.125535e+01 2.238102e+02 1.794298e+02
0 54 2.886709e-02 -5.789915e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 54 2.886709e-02 -5.794915e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 54 2.886709e-02 -5.784915e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 54 -3.464051e-01 -6.002799e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 54 -5.196076e-01 -6.002799e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 54 -6.062089e-01 -6.002799e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 54 2.886709e-02 -5.994912e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 54 2.886709e-02 -5.984912e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 54 2.886709e-02 -5.979912e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 54 2.886709e-02 -5.959913e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 55 -2.753920e+01 -6.002799e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 55 -2.745260e+01 -6.002799e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 55 -2.762581e+01 -6.002799e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 55 -2.736600e+01 -6.002799e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 55 -2.840522e+01 -6.002799e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 55 -2.831862e+01 -6.002799e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 55 -2.849182e+01 -6.002799e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 55 -2.823201e+01 -6.002799e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 55 -2.078430e+01 -6.002799e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 55 -2.069770e+01 -6.002799e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 55 -2.303594e+01 -6.002799e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 55 -2.442156e+01 -6.002799e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 55 -2.416175e+01 -6.002799e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 55 -2.424836e+01 -6.002799e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 55 -2.407515e+01 -6.002799e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 55 -2.433496e+01 -6.002799e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 55 -3.541992e+01 -6.002799e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 55 -3.533332e+01 -6.002799e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 55 -3.585293e+01 -6.002799e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 56 -4.416665e+01 -6.002799e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 56 -4.442645e+01 -6.002799e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 56 -4.494606e+01 -6.002799e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 56 -4.962253e+01 -6.002799e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 56 -4.988233e+01 -6.002799e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 56 -4.996893e+01 -6.002799e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 56 -5.005553e+01 -6.002799e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 56 -5.031534e+01 -6.002799e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 56 -5.040194e+01 -6.002799e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 54 -2.598038e+00 -6.002799e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 54 -2.684639e+00 -6.002799e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 55 -2.511437e+01 -6.002799e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 55 -2.502777e+01 -6.002799e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 55 -2.624018e+01 -6.002799e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 55 -2.615358e+01 -6.002799e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 55 -3.741175e+01 -6.002799e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 55 -3.749835e+01 -6.002799e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 54 -5.455880e+00 -6.002799e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 54 -5.369279e+00 -6.002799e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 56 -4.633168e+01 -6.002799e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 56 -4.624508e+01 -6.002799e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 56 -4.641828e+01 -6.002799e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 56 -4.789050e+01 -6.002799e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
