# w mse
3.000000000000000000e+00 2.959120622873841460e-03
5.000000000000000000e+00 3.983754713476848723e-03
9.000000000000000000e+00 6.919101124689109282e-03
1.700000000000000000e+01 1.343449675211378681e-02
3.300000000000000000e+01 3.709354338344258983e-02
6.500000000000000000e+01 1.107098121682991987e-01
1.290000000000000000e+02 3.047211680039966786e-01
2.570000000000000000e+02 7.715955460299418478e-01
5.130000000000000000e+02 1.678646117699856832e+00
1.025000000000000000e+03 2.986296367464004398e+00
2.049000000000000000e+03 4.347896810762851061e+00
4.097000000000000000e+03 5.764969066119323138e+00
