# w mse
3.000000000000000000e+00 1.478318367133936960e-02
5.000000000000000000e+00 1.301736646006119470e-02
9.000000000000000000e+00 1.304108470556703502e-02
1.700000000000000000e+01 1.902562896798267247e-02
3.300000000000000000e+01 3.902349203980543663e-02
6.500000000000000000e+01 9.524072209455633486e-02
1.290000000000000000e+02 2.353869521051124014e-01
2.570000000000000000e+02 5.446765436214844325e-01
5.130000000000000000e+02 1.128290980589728765e+00
1.025000000000000000e+03 2.233836557716339044e+00
2.049000000000000000e+03 3.995124132942234230e+00
4.097000000000000000e+03 4.071864751392928916e+00
8.193000000000000000e+03 4.635853475571570570e+00
1.638500000000000000e+04 7.021638030266405650e+00
