# w mse
3.000000000000000000e+00 0.000000000000000000e+00
5.000000000000000000e+00 1.888424418227903140e-03
9.000000000000000000e+00 6.167929389090593892e-03
1.700000000000000000e+01 1.515325618108775800e-02
3.300000000000000000e+01 3.399493067611895902e-02
6.500000000000000000e+01 7.803340516948806260e-02
1.290000000000000000e+02 1.778502229639145615e-01
2.570000000000000000e+02 3.950749722480547677e-01
5.130000000000000000e+02 8.589448898905893692e-01
1.025000000000000000e+03 1.825513560588895468e+00
2.049000000000000000e+03 3.433127685143672281e+00
4.097000000000000000e+03 6.826401486672290631e+00
8.193000000000000000e+03 1.217643467298069737e+01
