# w mse
3.000000000000000000e+00 5.031373844982605162e-03
5.000000000000000000e+00 7.177207069712682359e-03
9.000000000000000000e+00 1.591216117126358076e-02
1.700000000000000000e+01 3.911401850258047763e-02
3.300000000000000000e+01 9.516761128229542233e-02
6.500000000000000000e+01 2.298859086689314657e-01
1.290000000000000000e+02 5.417408909938385975e-01
2.570000000000000000e+02 1.145655449525888381e+00
5.130000000000000000e+02 1.977378671678916344e+00
1.025000000000000000e+03 2.374526854466168402e+00
2.049000000000000000e+03 3.237091679401216560e+00
4.097000000000000000e+03 3.590583441242006568e+00
8.193000000000000000e+03 5.850472727692750396e+00
