# w mse
3.000000000000000000e+00 7.611362542364393836e-03
5.000000000000000000e+00 1.743610176758237165e-02
9.000000000000000000e+00 5.055311354192294770e-02
1.700000000000000000e+01 1.355832643215193478e-01
3.300000000000000000e+01 3.358743878895635304e-01
6.500000000000000000e+01 7.693127378277996309e-01
1.290000000000000000e+02 1.641140660493657588e+00
2.570000000000000000e+02 3.319474037080806905e+00
5.130000000000000000e+02 6.736026876592664081e+00
1.025000000000000000e+03 1.368305785424669452e+01
2.049000000000000000e+03 2.439143171489438089e+01
4.097000000000000000e+03 3.111235393700535923e+01
8.193000000000000000e+03 3.296334828871636802e+01
