,#grainID,x,y,grainSize,perimeter,boundarySize,numNeighbors,h(Gpa)
351,235.0,-263.5467,-55.99955,5.0,9.23753,20.0,3.0,0.0
352,236.0,-75.51681,-57.99954,1.0,2.771259,6.0,2.0,0.0
353,238.0,-75.51681,-58.79953,1.0,2.771259,6.0,3.0,0.0
354,239.0,-90.06592,-58.39953,1.0,2.771259,6.0,1.0,0.0
355,240.0,-101.8028,-46.73249,423.0,114.5454,248.0,9.0,0.0
356,241.0,-75.51681,-59.59952,1.0,2.771259,6.0,2.0,0.0
357,242.0,-116.3929,-59.19953,1.0,2.771259,6.0,2.0,0.0
358,243.0,-268.4764,-45.66643,693.0,151.4446,302.0,14.0,0.0
359,244.0,-88.12105,-51.50382,472.0,81.29027,205.0,13.0,0.0
360,246.0,-179.439,-61.9995,1.0,2.771259,6.0,2.0,0.0
361,247.0,-248.2894,-59.95508,45.0,30.48385,66.0,2.0,0.0
362,248.0,-63.73896,-62.3995,1.0,2.771259,6.0,2.0,0.0
363,249.0,-124.0138,-62.7995,1.0,2.771259,6.0,3.0,0.0
364,251.0,-228.6289,-63.19949,1.0,2.771259,6.0,3.0,0.0
365,252.0,-229.8774,-59.42869,96.0,44.34015,96.0,5.0,0.0
366,253.0,-133.6648,-55.75639,329.0,73.90024,160.0,7.0,0.0
367,254.0,-132.3276,-65.19948,1.0,2.771259,6.0,1.0,0.0
368,255.0,-147.5695,-65.19948,1.0,2.771259,6.0,2.0,0.0
369,256.0,-147.5695,-65.99947,1.0,2.771259,6.0,4.0,0.0
370,258.0,-147.5695,-66.79947,1.0,2.771259,6.0,3.0,0.0
371,259.0,-73.90024,-66.66613,3.0,6.466271,14.0,3.0,0.0
372,260.0,-147.5695,-67.59946,1.0,2.771259,6.0,3.0,0.0
373,261.0,-73.43837,-67.99946,1.0,2.771259,6.0,3.0,0.0
374,262.0,-74.13118,-68.39945,1.0,2.771259,6.0,2.0,0.0
375,263.0,-147.916,-68.19945,2.0,4.618765,10.0,2.0,0.0
376,264.0,-160.3458,-56.13175,823.0,131.1729,284.0,9.0,0.0
377,265.0,-58.79202,-62.99599,57.0,35.10262,76.0,4.0,0.0
378,266.0,-81.53897,-67.13792,26.0,22.17007,48.0,5.0,0.0
379,267.0,-73.43837,-69.59944,1.0,2.771259,6.0,2.0,0.0
380,268.0,-80.36651,-69.59944,1.0,2.771259,6.0,3.0,0.0
381,269.0,-142.027,-69.99944,1.0,2.771259,6.0,1.0,0.0
382,270.0,-145.1447,-68.99945,4.0,8.313777,18.0,1.0,0.0
383,271.0,-148.2624,-69.59944,1.0,2.771259,6.0,3.0,0.0
384,272.0,-36.71918,-70.79943,1.0,2.771259,6.0,1.0,0.0
385,273.0,-73.43837,-70.39944,1.0,2.771259,6.0,3.0,0.0
386,274.0,-88.32522,-64.72448,80.0,37.87387,82.0,5.0,0.0
387,275.0,-148.2624,-70.39944,1.0,2.771259,6.0,2.0,0.0
388,276.0,-73.43837,-71.19943,1.0,2.771259,6.0,2.0,0.0
389,277.0,-92.57196,-67.57133,128.0,46.18765,100.0,5.0,0.0
390,278.0,-59.58207,-72.79942,1.0,2.771259,6.0,2.0,0.0
391,279.0,-60.27489,-73.19941,1.0,2.771259,6.0,2.0,0.0
392,280.0,-122.0606,-65.24767,83.0,45.2639,98.0,5.0,0.0
393,282.0,-87.05881,-71.88879,94.0,53.57768,116.0,7.0,0.0
394,283.0,-126.0923,-74.3994,1.0,2.771259,6.0,3.0,0.0
395,284.0,-149.648,-74.3994,1.0,2.771259,6.0,1.0,0.0
396,286.0,-269.935,-66.1374,145.0,48.95891,106.0,5.0,0.0
397,287.0,-274.9067,-67.15893,110.0,43.12683,77.0,3.0,0.0
398,288.0,-105.3078,-75.1994,1.0,2.771259,6.0,3.0,0.0
399,289.0,-146.1839,-75.59939,1.0,2.771259,6.0,2.0,0.0
400,290.0,-150.3408,-75.59939,1.0,2.771259,6.0,2.0,0.0
401,292.0,-72.05274,-75.99939,1.0,2.771259,6.0,2.0,0.0
402,293.0,-89.37311,-76.39939,1.0,2.771259,6.0,1.0,0.0
403,294.0,-105.3078,-75.99939,1.0,2.771259,6.0,3.0,0.0
404,295.0,-150.3408,-76.39939,1.0,2.771259,6.0,3.0,0.0
405,296.0,-72.05274,-76.79938,1.0,2.771259,6.0,2.0,0.0
406,297.0,-104.615,-77.19938,1.0,2.771259,6.0,3.0,0.0
407,298.0,-105.3078,-76.79938,1.0,2.771259,6.0,3.0,0.0
408,299.0,-150.3408,-77.19938,1.0,2.771259,6.0,4.0,0.0
409,302.0,-249.1164,-75.94225,7.0,10.16128,22.0,1.0,0.0
410,303.0,-104.615,-77.99938,1.0,2.771259,6.0,3.0,0.0
411,304.0,-138.0053,-71.65308,164.0,77.59525,194.0,13.0,0.0
412,305.0,-149.0311,-75.66515,73.0,48.03516,111.0,8.0,0.0
413,306.0,-150.3408,-77.99938,1.0,2.771259,6.0,3.0,0.0
414,308.0,-225.8576,-77.59938,1.0,2.771259,6.0,2.0,0.0
415,310.0,-104.615,-78.79937,1.0,2.771259,6.0,3.0,0.0
416,311.0,-140.7983,-74.6384,159.0,68.35772,148.0,9.0,0.0
417,312.0,-151.0336,-78.39937,1.0,2.771259,6.0,3.0,0.0
418,313.0,-103.9222,-79.19937,1.0,2.771259,6.0,3.0,0.0
419,314.0,-151.0336,-79.19937,1.0,2.771259,6.0,2.0,0.0
420,315.0,-184.9081,-76.29636,66.0,36.02637,78.0,4.0,0.0
421,316.0,-190.9398,-77.11938,30.0,22.17007,48.0,4.0,0.0
422,317.0,-221.7896,-69.48252,390.0,83.13777,180.0,9.0,0.0
423,318.0,-103.9222,-79.99936,1.0,2.771259,6.0,3.0,0.0
424,319.0,-264.6552,-79.99936,1.0,2.771259,6.0,2.0,0.0
425,320.0,-6.440701,-65.00561,663.0,94.04812,177.0,6.0,0.0
426,321.0,-103.9222,-80.79935,1.0,2.771259,6.0,2.0,0.0
427,322.0,-127.8936,-79.19937,10.0,12.00879,26.0,4.0,0.0
428,323.0,-220.0002,-79.81754,11.0,12.93254,28.0,3.0,0.0
429,324.0,-103.2294,-81.99934,1.0,2.771259,6.0,2.0,0.0
430,325.0,-19.50433,-73.43275,348.0,69.28148,150.0,4.0,0.0
431,327.0,-103.2294,-82.79934,1.0,2.771259,6.0,3.0,0.0
432,328.0,-103.2294,-83.59933,1.0,2.771259,6.0,3.0,0.0
433,329.0,-179.6648,-76.43984,89.0,55.42518,120.0,4.0,0.0
434,330.0,-237.6355,-83.59933,1.0,2.771259,6.0,2.0,0.0
435,331.0,-12.06606,-79.63776,125.0,44.34015,96.0,6.0,0.0
436,332.0,-103.2294,-84.39932,1.0,2.771259,6.0,2.0,0.0
437,334.0,-163.5043,-85.59931,1.0,2.771259,6.0,2.0,0.0
438,335.0,-236.8167,-83.34479,11.0,17.55131,38.0,3.0,0.0
439,336.0,-37.45159,-82.65077,35.0,24.01758,52.0,3.0,0.0
440,337.0,-102.5366,-85.99931,2.0,4.618765,10.0,2.0,0.0
441,338.0,-162.8115,-86.7993,1.0,2.771259,6.0,3.0,0.0
442,339.0,-102.5366,-87.1993,1.0,2.771259,6.0,2.0,0.0
443,341.0,-10.16128,-84.73265,24.0,22.17007,48.0,3.0,0.0
444,342.0,-256.3187,-80.07567,304.0,91.45155,198.0,5.0,0.0
445,343.0,-34.64074,-89.59928,1.0,2.771259,6.0,4.0,0.0
446,344.0,-35.33355,-89.99928,1.0,2.771259,6.0,3.0,0.0
447,345.0,-33.94792,-90.79927,1.0,2.771259,6.0,3.0,0.0
448,346.0,-34.64074,-90.39928,1.0,2.771259,6.0,5.0,0.0
449,347.0,-71.35992,-90.79927,1.0,2.771259,6.0,4.0,0.0
450,349.0,-162.1187,-90.39928,1.0,2.771259,6.0,2.0,0.0
451,350.0,-71.35992,-91.59927,1.0,2.771259,6.0,5.0,0.0
452,351.0,-72.39914,-90.99927,2.0,4.618765,10.0,4.0,0.0
453,352.0,-104.615,-91.59927,1.0,2.771259,6.0,2.0,0.0
454,353.0,-13.4784,-87.45385,44.0,27.71259,60.0,4.0,0.0
455,354.0,-61.66051,-92.39926,1.0,2.771259,6.0,2.0,0.0
456,355.0,-56.3341,-88.20113,109.0,60.9677,132.0,4.0,0.0
457,356.0,-105.3706,-81.9287,453.0,153.343,366.0,24.0,0.0
458,358.0,-68.58866,-93.99925,1.0,2.771259,6.0,2.0,0.0
459,359.0,-101.151,-93.19925,2.0,4.618765,10.0,2.0,0.0
460,361.0,-67.89585,-94.39924,1.0,2.771259,6.0,2.0,0.0
461,362.0,-75.18965,-90.69927,36.0,32.33136,70.0,5.0,0.0
462,363.0,-89.03124,-83.4037,458.0,83.13777,187.0,9.0,0.0
463,364.0,-97.0552,-89.51693,136.0,50.80642,110.0,4.0,0.0
464,365.0,-100.4581,-95.59923,1.0,2.771259,6.0,2.0,0.0
465,366.0,-161.0794,-94.59924,6.0,10.16128,22.0,3.0,0.0
466,367.0,-88.68029,-95.99923,1.0,2.771259,6.0,2.0,0.0
467,368.0,-100.4581,-96.39923,1.0,2.771259,6.0,3.0,0.0
468,369.0,-232.4163,-94.37258,30.0,22.17007,48.0,5.0,0.0
469,370.0,-101.151,-96.79922,1.0,2.771259,6.0,2.0,0.0
470,371.0,-100.4581,-97.99922,1.0,2.771259,6.0,2.0,0.0
471,372.0,-193.2953,-96.79922,4.0,8.313777,18.0,2.0,0.0
472,373.0,-67.89585,-98.39921,1.0,2.771259,6.0,2.0,0.0
473,374.0,-99.76533,-98.39921,1.0,2.771259,6.0,2.0,0.0
474,375.0,-112.236,-98.39921,1.0,2.771259,6.0,1.0,0.0
475,376.0,-67.89585,-99.19921,1.0,2.771259,6.0,3.0,0.0
476,377.0,-223.2073,-90.21198,252.0,64.66271,140.0,10.0,0.0
477,378.0,-228.7674,-97.67922,15.0,16.62755,36.0,3.0,0.0
478,379.0,-262.9925,-98.23921,5.0,10.16128,22.0,3.0,0.0
479,380.0,-124.3603,-100.1992,2.0,4.618765,10.0,2.0,0.0
480,381.0,-151.3344,-94.48542,311.0,104.3841,226.0,5.0,0.0
481,382.0,-261.2451,-93.94147,90.0,54.50143,118.0,3.0,0.0
482,384.0,-24.59655,-88.906,641.0,93.29906,202.0,12.0,0.0
483,385.0,-7.620963,-101.9992,1.0,2.771259,6.0,2.0,0.0
484,386.0,-217.8902,-98.99921,54.0,25.86508,56.0,6.0,0.0
485,387.0,-222.1308,-99.64058,29.0,19.39881,42.0,3.0,0.0
486,388.0,-5.542628,-92.27869,462.0,77.36313,146.0,8.0,0.0
487,389.0,-22.17007,-103.1992,1.0,2.771259,6.0,2.0,0.0
488,390.0,-67.89585,-102.7992,2.0,4.618765,10.0,3.0,0.0
489,391.0,-156.3452,-102.7992,3.0,5.542518,12.0,2.0,0.0
490,393.0,-66.51022,-103.9992,1.0,2.771259,6.0,2.0,0.0
491,394.0,-67.89585,-103.9992,1.0,2.771259,6.0,3.0,0.0
492,395.0,-66.51022,-104.7992,1.0,2.771259,6.0,4.0,0.0
493,396.0,-67.20303,-105.1992,1.0,2.771259,6.0,4.0,0.0
494,397.0,-124.0138,-105.1992,1.0,2.771259,6.0,3.0,0.0
495,398.0,-216.9376,-103.1492,16.0,15.7038,34.0,5.0,0.0
496,399.0,-66.51022,-105.5992,1.0,2.771259,6.0,4.0,0.0
497,401.0,-216.1582,-105.5992,1.0,2.771259,6.0,4.0,0.0
498,402.0,-271.5119,-97.47673,284.0,59.32567,115.0,4.0,0.0
499,403.0,-275.6003,-105.2355,7.0,9.451888,18.0,3.0,0.0
500,404.0,-276.4881,-105.9992,1.0,3.109376,5.0,3.0,0.0
501,407.0,-137.8701,-106.7991,1.0,2.771259,6.0,1.0,0.0
502,408.0,-151.0336,-106.3991,1.0,2.771259,6.0,1.0,0.0
503,409.0,-214.9615,-105.4173,11.0,12.93254,28.0,4.0,0.0
504,410.0,-65.8174,-107.5991,1.0,2.771259,6.0,2.0,0.0
505,411.0,-129.9028,-107.3991,2.0,4.618765,10.0,1.0,0.0
506,412.0,-132.3276,-107.3325,3.0,6.466271,14.0,1.0,0.0
507,413.0,-136.1381,-106.9991,2.0,4.618765,10.0,1.0,0.0
508,414.0,-212.7464,-103.1765,53.0,27.71259,60.0,7.0,0.0
509,415.0,-66.51022,-107.9991,1.0,2.771259,6.0,3.0,0.0
510,416.0,-94.11622,-107.0761,13.0,12.93254,28.0,3.0,0.0
511,417.0,-126.7851,-108.3991,1.0,2.771259,6.0,2.0,0.0
512,418.0,-127.1315,-107.7991,4.0,8.313777,18.0,4.0,0.0
513,419.0,-134.637,-107.8658,3.0,6.466271,14.0,1.0,0.0
514,420.0,-136.4845,-108.3991,1.0,2.771259,6.0,1.0,0.0
515,421.0,-138.2165,-108.1991,2.0,4.618765,10.0,1.0,0.0
516,422.0,-139.9486,-107.9991,1.0,2.771259,6.0,1.0,0.0
517,423.0,-147.1019,-106.7691,40.0,57.27269,131.0,4.0,0.0
518,424.0,-232.153,-102.5405,150.0,47.1114,102.0,8.0,0.0
519,425.0,-32.56229,-109.1991,1.0,2.771259,6.0,2.0,0.0
520,426.0,-65.8174,-109.1991,1.0,2.771259,6.0,3.0,0.0
521,427.0,-183.2229,-104.8453,52.0,53.57768,116.0,4.0,0.0
522,428.0,-224.0197,-105.2492,144.0,47.1114,102.0,8.0,0.0
523,429.0,-231.6773,-108.4791,5.0,8.313777,18.0,4.0,0.0
524,430.0,-233.4786,-109.1991,1.0,2.771259,6.0,5.0,0.0
525,431.0,-20.09163,-109.9991,1.0,2.771259,6.0,2.0,0.0
526,432.0,-32.56229,-109.9991,1.0,2.771259,6.0,3.0,0.0
527,433.0,-65.8174,-109.9991,1.0,2.771259,6.0,3.0,0.0
528,434.0,-96.99407,-109.5991,1.0,2.771259,6.0,4.0,0.0
529,435.0,-97.68688,-109.9991,1.0,2.771259,6.0,4.0,0.0
530,437.0,-122.7244,-107.8102,36.0,22.17007,48.0,7.0,0.0
531,438.0,-125.3995,-109.5991,2.0,4.618765,10.0,4.0,0.0
532,439.0,-276.3786,-108.4577,6.0,10.92812,19.0,3.0,0.0
533,440.0,-31.86948,-110.3991,1.0,2.771259,6.0,2.0,0.0
534,441.0,-96.99407,-110.3991,1.0,2.771259,6.0,4.0,0.0
535,442.0,-65.12459,-111.9991,1.0,2.771259,6.0,2.0,0.0
536,444.0,-264.4076,-106.4926,291.0,71.12898,154.0,8.0,0.0
537,445.0,-0.4908208,-107.9383,39.0,30.81308,54.0,3.0,0.0
538,446.0,-64.43177,-114.7991,1.0,2.771259,6.0,2.0,0.0
539,447.0,-91.37694,-110.3376,130.0,46.18765,100.0,9.0,0.0
540,448.0,-276.4881,-113.1991,5.0,10.00436,17.0,2.0,0.0
541,449.0,-86.60185,-115.5991,1.0,2.771259,6.0,2.0,0.0
542,450.0,-129.0525,-111.6961,33.0,27.71259,60.0,6.0,0.0
543,451.0,-160.0402,-115.5991,1.0,2.771259,6.0,2.0,0.0
544,452.0,-110.8762,-108.1578,295.0,86.83279,188.0,11.0,0.0
545,453.0,-11.21016,-108.3223,526.0,85.90903,186.0,9.0,0.0
546,454.0,-63.73896,-116.7991,1.0,2.771259,6.0,3.0,0.0
547,455.0,-216.851,-117.1991,1.0,2.771259,6.0,1.0,0.0
548,456.0,-251.561,-115.6391,10.0,12.93254,28.0,2.0,0.0
549,457.0,-276.4881,-117.1991,1.0,3.109376,5.0,2.0,0.0
550,458.0,-63.73896,-117.5991,1.0,2.771259,6.0,4.0,0.0
551,459.0,-86.60185,-117.9991,1.0,2.771259,6.0,2.0,0.0
552,460.0,-235.5314,-114.1769,27.0,27.71259,60.0,3.0,0.0
553,461.0,-63.73896,-118.3991,1.0,2.771259,6.0,4.0,0.0
554,464.0,-0.2901532,-117.0144,12.0,13.57562,24.0,5.0,0.0
555,465.0,-63.73896,-119.199,1.0,2.771259,6.0,3.0,0.0
556,467.0,-10.62316,-117.8657,99.0,50.80642,110.0,5.0,0.0
557,468.0,-272.2762,-120.399,1.0,2.771259,6.0,3.0,0.0
558,469.0,-63.04614,-121.199,1.0,2.771259,6.0,2.0,0.0
559,471.0,-240.4191,-114.2015,168.0,49.88266,108.0,6.0,0.0
560,472.0,-275.1599,-119.655,16.0,16.59439,32.0,5.0,0.0
561,473.0,-12.98009,-120.7402,34.0,25.86508,56.0,4.0,0.0
562,474.0,-266.0031,-118.4071,198.0,71.34334,152.0,9.0,0.0
563,475.0,-275.7241,-121.7464,9.0,10.25188,19.0,2.0,0.0
564,476.0,-6.532254,-120.8847,28.0,29.5601,64.0,5.0,0.0
565,478.0,-254.9558,-123.199,1.0,2.771259,6.0,4.0,0.0
566,479.0,-162.8115,-124.399,1.0,2.771259,6.0,3.0,0.0
567,480.0,-257.0343,-124.399,1.0,2.771259,6.0,2.0,0.0
568,481.0,-262.6814,-122.6179,53.0,43.41639,94.0,6.0,0.0
569,482.0,-260.8448,-124.599,2.0,4.618765,10.0,2.0,0.0
570,484.0,-92.14437,-126.799,1.0,2.771259,6.0,1.0,0.0
571,485.0,-201.5415,-121.4917,41.0,55.42518,120.0,2.0,0.0
572,486.0,-249.5565,-120.4924,150.0,45.2639,98.0,8.0,0.0
573,487.0,-112.9288,-129.199,1.0,2.771259,6.0,2.0,0.0
574,488.0,-255.407,-126.4176,43.0,23.09383,50.0,6.0,0.0
575,489.0,-30.48385,-129.599,1.0,2.771259,6.0,2.0,0.0
576,491.0,-60.9677,-129.599,1.0,2.771259,6.0,3.0,0.0
577,492.0,-102.1506,-124.0447,140.0,52.65392,114.0,5.0,0.0
578,494.0,-5.446477,-124.9082,156.0,46.45945,93.0,4.0,0.0
579,496.0,-60.9677,-130.399,1.0,2.771259,6.0,3.0,0.0
580,497.0,-91.45155,-130.399,1.0,2.771259,6.0,3.0,0.0
581,498.0,-150.3408,-130.799,1.0,2.771259,6.0,2.0,0.0
582,499.0,-153.1121,-130.799,1.0,2.771259,6.0,2.0,0.0
583,500.0,-4.042238,-129.0288,31.0,27.92695,58.0,3.0,0.0
584,501.0,-54.19856,-123.0416,61.0,49.88266,108.0,3.0,0.0
585,502.0,-91.45155,-131.1989,1.0,2.771259,6.0,3.0,0.0
586,504.0,-183.7349,-116.7612,633.0,147.8005,320.0,8.0,0.0
587,505.0,-3.907838,-130.8366,28.0,25.15569,52.0,3.0,0.0
588,506.0,-164.8899,-132.7989,1.0,2.771259,6.0,3.0,0.0
589,508.0,-123.6132,-126.399,147.0,74.824,162.0,2.0,0.0
590,509.0,-164.8899,-133.5989,1.0,2.771259,6.0,3.0,0.0
591,510.0,-60.27489,-134.7989,1.0,2.771259,6.0,3.0,0.0
592,511.0,-66.82152,-114.8761,296.0,120.0879,260.0,22.0,0.0
593,513.0,-60.27489,-135.5989,1.0,2.771259,6.0,3.0,0.0
594,514.0,-89.19113,-124.8939,316.0,75.74775,171.0,13.0,0.0
595,515.0,-94.51726,-130.969,80.0,41.56889,90.0,5.0,0.0
596,516.0,-164.8899,-134.7989,2.0,4.618765,10.0,2.0,0.0
597,517.0,-252.8774,-135.5989,1.0,2.771259,6.0,2.0,0.0
598,519.0,-60.27489,-136.3989,1.0,2.771259,6.0,2.0,0.0
599,520.0,-84.5234,-135.9989,1.0,2.771259,6.0,2.0,0.0
600,521.0,-57.08794,-135.8389,5.0,10.16128,22.0,2.0,0.0
601,522.0,-89.37311,-137.1989,1.0,2.771259,6.0,1.0,0.0
602,524.0,-58.88926,-138.7989,1.0,2.771259,6.0,4.0,0.0
603,526.0,-2.620895,-134.8441,84.0,32.47939,62.0,3.0,0.0
604,527.0,-57.85003,-138.9989,2.0,4.618765,10.0,4.0,0.0
605,528.0,-59.58207,-139.1989,1.0,2.771259,6.0,4.0,0.0
606,529.0,-74.01571,-136.5989,18.0,26.78884,58.0,2.0,0.0
607,530.0,-59.58207,-139.9989,1.0,2.771259,6.0,2.0,0.0
608,531.0,-88.68029,-139.9989,1.0,2.771259,6.0,2.0,0.0
609,532.0,-83.83059,-141.1989,1.0,2.771259,6.0,1.0,0.0
610,533.0,-94.22281,-140.7989,1.0,2.771259,6.0,2.0,0.0
611,535.0,-59.58207,-141.5989,1.0,2.771259,6.0,1.0,0.0
612,536.0,-87.98748,-141.9989,1.0,2.771259,6.0,2.0,0.0
613,538.0,-166.9684,-141.9989,1.0,2.771259,6.0,1.0,0.0
614,539.0,-264.8382,-136.5789,314.0,78.7908,163.0,6.0,0.0
615,540.0,-1.021727,-140.4716,21.0,16.34687,30.0,2.0,0.0
616,541.0,-38.99867,-134.2507,224.0,67.43397,146.0,6.0,0.0
617,542.0,-87.98748,-142.7989,1.0,2.771259,6.0,2.0,0.0
618,543.0,-58.88926,-143.5989,1.0,2.771259,6.0,1.0,0.0
619,544.0,-106.6935,-142.3989,3.0,6.466271,14.0,1.0,0.0
620,545.0,-87.29466,-143.9988,1.0,2.771259,6.0,1.0,0.0
621,547.0,-148.7242,-141.2789,30.0,22.17007,48.0,2.0,0.0
622,548.0,-58.19644,-145.5988,1.0,2.771259,6.0,1.0,0.0
623,549.0,-161.3269,-145.8274,14.0,16.62755,36.0,3.0,0.0
624,550.0,-168.354,-146.7988,1.0,2.771259,6.0,1.0,0.0
625,551.0,-58.19644,-147.1988,1.0,2.771259,6.0,1.0,0.0
626,552.0,-28.40541,-149.1988,1.0,2.771259,6.0,2.0,0.0
627,553.0,-162.389,-147.8232,41.0,32.33136,70.0,4.0,0.0
628,554.0,-28.40541,-149.9988,1.0,2.771259,6.0,5.0,0.0
629,555.0,-57.50363,-149.9988,1.0,2.771259,6.0,3.0,0.0
630,556.0,-73.63631,-143.8496,252.0,70.20523,152.0,8.0,0.0
631,557.0,-169.7396,-149.9988,1.0,2.771259,6.0,2.0,0.0
632,558.0,-27.71259,-150.3988,1.0,2.771259,6.0,3.0,0.0
633,559.0,-28.40541,-150.7988,1.0,2.771259,6.0,4.0,0.0
634,560.0,-29.09822,-150.3988,1.0,2.771259,6.0,3.0,0.0
635,561.0,-57.50363,-150.7988,1.0,2.771259,6.0,3.0,0.0
636,562.0,-62.09487,-145.5325,193.0,52.65392,142.0,15.0,0.0
637,563.0,-83.13777,-150.3988,1.0,2.771259,6.0,3.0,0.0
638,564.0,-152.8592,-139.3864,337.0,77.59525,168.0,9.0,0.0
639,565.0,-57.50363,-151.5988,1.0,2.771259,6.0,3.0,0.0
640,566.0,-155.9778,-147.5806,44.0,33.25511,72.0,7.0,0.0
641,568.0,-196.7594,-151.1988,1.0,2.771259,6.0,2.0,0.0
642,570.0,-221.7007,-151.1988,1.0,2.771259,6.0,2.0,0.0
643,572.0,-51.96111,-152.3988,1.0,2.771259,6.0,3.0,0.0
644,573.0,-56.81081,-151.9988,1.0,2.771259,6.0,3.0,0.0
645,574.0,-16.295,-151.1988,25.0,24.01758,52.0,2.0,0.0
646,575.0,-52.65392,-152.7988,1.0,2.771259,6.0,3.0,0.0
647,576.0,-56.81081,-152.7988,1.0,2.771259,6.0,3.0,0.0
648,577.0,-68.58866,-150.6988,8.0,14.78005,32.0,4.0,0.0
649,578.0,-154.4977,-151.7988,8.0,11.08504,24.0,3.0,0.0
650,579.0,-230.7073,-153.1988,1.0,2.771259,6.0,2.0,0.0
651,580.0,-21.41103,-144.3273,408.0,91.45155,198.0,5.0,0.0
652,581.0,-56.81081,-153.5988,1.0,2.771259,6.0,3.0,0.0
653,582.0,-85.21622,-153.9988,1.0,2.771259,6.0,2.0,0.0
654,583.0,-241.8553,-152.0715,22.0,23.09383,50.0,3.0,0.0
655,584.0,-56.81081,-154.3988,1.0,2.771259,6.0,3.0,0.0
656,585.0,-91.45155,-154.3988,1.0,2.771259,6.0,2.0,0.0
657,587.0,-236.2498,-154.7988,1.0,2.771259,6.0,3.0,0.0
658,588.0,-239.9494,-147.4246,303.0,82.21402,178.0,9.0,0.0
659,589.0,-56.81081,-155.1988,1.0,2.771259,6.0,2.0,0.0
660,590.0,-83.83059,-155.5988,1.0,2.771259,6.0,2.0,0.0
661,591.0,-90.97367,-147.3665,303.0,63.73896,156.0,19.0,0.0
662,592.0,-87.98748,-155.1188,5.0,10.16128,22.0,3.0,0.0
663,593.0,-99.76533,-153.6254,30.0,26.78884,58.0,4.0,0.0
664,594.0,-100.5159,-151.0821,48.0,41.56889,90.0,4.0,0.0
665,595.0,-105.001,-150.0045,140.0,55.42518,120.0,5.0,0.0
666,597.0,-83.13777,-155.9988,1.0,2.771259,6.0,2.0,0.0
667,598.0,-96.92479,-154.6788,30.0,21.24632,46.0,3.0,0.0
668,602.0,-114.7966,-154.1428,125.0,39.72138,86.0,4.0,0.0
669,603.0,-209.7497,-154.7891,124.0,41.56889,90.0,5.0,0.0
670,604.0,-55.42518,-159.9987,1.0,2.771259,6.0,1.0,0.0
671,605.0,-117.5311,-158.9987,14.0,15.7038,34.0,4.0,0.0
672,606.0,-214.8688,-155.1654,36.0,27.71259,60.0,4.0,0.0
673,607.0,-13.16348,-161.1987,5.0,10.16128,22.0,2.0,0.0
674,608.0,-55.42518,-161.5987,1.0,2.771259,6.0,2.0,0.0
675,609.0,-225.0412,-157.0911,353.0,76.6715,166.0,10.0,0.0
676,610.0,-55.42518,-162.3987,1.0,2.771259,6.0,2.0,0.0
677,611.0,-203.5721,-162.9987,6.0,10.16128,22.0,3.0,0.0
678,612.0,-78.5835,-155.9716,265.0,63.73896,149.0,13.0,0.0
679,614.0,-174.5893,-165.5987,1.0,2.771259,6.0,2.0,0.0
680,616.0,-70.93897,-159.062,79.0,50.80642,110.0,7.0,0.0
681,617.0,-166.6866,-157.2281,600.0,90.5278,196.0,10.0,0.0
682,618.0,-196.8389,-157.8163,331.0,70.20523,152.0,9.0,0.0
683,620.0,-25.45569,-165.0956,66.0,37.87387,82.0,5.0,0.0
684,621.0,-37.5674,-162.9258,214.0,55.42518,120.0,6.0,0.0
685,622.0,-77.11561,-165.9371,13.0,13.8563,30.0,4.0,0.0
686,623.0,-225.8576,-164.377,203.0,65.58647,142.0,4.0,0.0
687,624.0,-28.75181,-167.3987,6.0,10.16128,22.0,5.0,0.0
688,625.0,-29.79104,-166.9587,5.0,9.23753,20.0,5.0,0.0
689,626.0,-165.5827,-168.3987,1.0,2.771259,6.0,2.0,0.0
690,627.0,-190.0463,-160.7206,87.0,54.50143,118.0,4.0,0.0
691,628.0,-3.266127,-167.9415,7.0,9.23753,20.0,3.0,0.0
692,629.0,-26.32696,-168.7986,1.0,2.771259,6.0,4.0,0.0
693,630.0,-27.01978,-169.1986,1.0,2.771259,6.0,5.0,0.0
694,631.0,-116.3929,-168.7986,1.0,2.771259,6.0,2.0,0.0
695,632.0,-167.5106,-167.5639,23.0,18.47506,40.0,4.0,0.0
696,633.0,-188.3879,-162.2765,72.0,54.50143,118.0,4.0,0.0
697,634.0,-26.32696,-169.5986,1.0,2.771259,6.0,5.0,0.0
698,635.0,-27.01978,-169.9986,1.0,2.771259,6.0,5.0,0.0
699,636.0,-210.5724,-164.1737,176.0,50.80642,110.0,10.0,0.0
700,637.0,-26.32696,-170.3986,1.0,2.771259,6.0,3.0,0.0
701,638.0,-27.71259,-170.3986,1.0,2.771259,6.0,2.0,0.0
702,639.0,-9.058295,-166.136,134.0,42.49264,92.0,6.0,0.0
703,641.0,-228.6289,-171.1986,1.0,2.771259,6.0,2.0,0.0
704,642.0,-31.30263,-170.5805,11.0,13.8563,30.0,5.0,0.0
705,643.0,-100.6269,-164.7865,427.0,108.0791,234.0,7.0,0.0
706,644.0,-194.9119,-171.4653,3.0,6.466271,14.0,3.0,0.0
707,646.0,-17.08552,-169.2529,118.0,60.9677,132.0,8.0,0.0
708,648.0,-266.7337,-173.1986,1.0,2.771259,6.0,2.0,0.0
709,649.0,-235.8539,-173.0843,7.0,10.16128,22.0,2.0,0.0
