# ezz df
0.000000000000000000e+00 0.000000000000000000e+00
9.999969957657839359e-03 0.000000000000000000e+00
1.999993991531567872e-02 0.000000000000000000e+00
2.999990987297351808e-02 0.000000000000000000e+00
3.999987983063113539e-02 0.000000000000000000e+00
4.999984978828897475e-02 0.000000000000000000e+00
5.999981974594681411e-02 0.000000000000000000e+00
6.999978970360465347e-02 0.000000000000000000e+00
7.999975966126249283e-02 0.000000000000000000e+00
8.999972961892033219e-02 2.427698456878030875e+00
9.999969957657817154e-02 2.332644212513962589e+00
1.099996695342357889e-01 2.169295817061922538e+00
1.199996394918936282e-01 2.298334788942678841e+00
1.299996094495514676e-01 2.248425290037495472e+00
1.399995794072093069e-01 2.293831343872659190e+00
1.499995493648671463e-01 0.000000000000000000e+00
1.599995193225249857e-01 2.374024587850460222e+00
1.699994892801828250e-01 0.000000000000000000e+00
1.799994592378406644e-01 2.392086490184506697e+00
1.899994291954982817e-01 2.449539624601035914e+00
1.999993991531561210e-01 2.329021887557441328e+00
2.099993691108139604e-01 2.423110665458140023e+00
2.199993390684717998e-01 0.000000000000000000e+00
2.299993090261296391e-01 2.387712230302346583e+00
2.399992789837874785e-01 2.419798370580167557e+00
2.499992489414453178e-01 2.551735398415255318e+00
2.599992188991029352e-01 2.461167360637426693e+00
2.699991888567607745e-01 2.330701977521090207e+00
2.799991588144186139e-01 2.265052214104134709e+00
2.899991287720764532e-01 0.000000000000000000e+00
2.999990987297342926e-01 2.362060565163609294e+00
3.099990686873921319e-01 2.387773623831069170e+00
3.199990386450499713e-01 2.384595859185240307e+00
3.299990086027075886e-01 2.465273977872879829e+00
3.399989785603654280e-01 2.466647932330552795e+00
3.499989485180232673e-01 2.338995284380096074e+00
3.599989184756811067e-01 2.346007463580438213e+00
3.699988884333389461e-01 0.000000000000000000e+00
3.799988583909967854e-01 2.384751423229620748e+00
3.899988283486546248e-01 2.474261847968730166e+00
3.999987983063122421e-01 2.348018423070556526e+00
4.099987682639700814e-01 2.385008733071727338e+00
4.199987382216281429e-01 2.343949459103441324e+00
4.299987081792857602e-01 2.258615664942169587e+00
4.399986781369433775e-01 2.259855364917697784e+00
4.499986480946014389e-01 2.224628622860301164e+00
4.599986180522592782e-01 2.256981092737520456e+00
4.699985880099168956e-01 2.234415503414986848e+00
4.799985579675747349e-01 2.318376109011382802e+00
4.899985279252325743e-01 2.284553043395024741e+00
4.999984978828906357e-01 2.262573835931381172e+00
5.099984678405482530e-01 2.237421182958955423e+00
5.199984377982058703e-01 2.329663297827600399e+00
5.299984077558639317e-01 2.226179808918960390e+00
5.399983777135217711e-01 2.233013281459012678e+00
5.499983476711793884e-01 2.283691811828758134e+00
5.599983176288372277e-01 2.247907904253280797e+00
5.699982875864950671e-01 2.292442533532693449e+00
5.799982575441531285e-01 2.265439518373038474e+00
5.899982275018107458e-01 2.244923546485604327e+00
5.999981974594683631e-01 2.222055015331389605e+00
6.099981674171264245e-01 2.271526696344910334e+00
6.199981373747842639e-01 2.267141705964756504e+00
6.299981073324418812e-01 2.284717681189491145e+00
6.399980772900994985e-01 2.224396589391920198e+00
6.499980472477575599e-01 2.238256720688712065e+00
6.599980172054156213e-01 2.175212808059731273e+00
6.699979871630732386e-01 2.166256732569653565e+00
6.799979571207308560e-01 2.201781363346947185e+00
6.899979270783886953e-01 2.247500301454484095e+00
6.999978970360467567e-01 2.163736115242699043e+00
7.099978669937043740e-01 0.000000000000000000e+00
7.199978369513619914e-01 2.222162880777098337e+00
7.299978069090200528e-01 2.227952328459460229e+00
7.399977768666778921e-01 2.238971769515137655e+00
7.499977468243357315e-01 2.186575902104405777e+00
7.599977167819933488e-01 2.113701168418662846e+00
7.699976867396511881e-01 2.111043209703703738e+00
7.799976566973092496e-01 2.202847087507325607e+00
7.899976266549668669e-01 2.197499822496555399e+00
7.999975966126244842e-01 2.230476315636728657e+00
8.099975665702825456e-01 2.100683030578223587e+00
8.199975365279403849e-01 2.142784542921430280e+00
8.299975064855980023e-01 2.216560997271114886e+00
8.399974764432558416e-01 2.208706742886728858e+00
8.499974464009136810e-01 2.172998525302360040e+00
8.599974163585717424e-01 2.168544179308939945e+00
8.699973863162293597e-01 2.172850135959007112e+00
8.799973562738869770e-01 2.244342772096812766e+00
8.899973262315450384e-01 2.253106949475740084e+00
8.999972961892028778e-01 2.249361355279821062e+00
9.099972661468604951e-01 2.194697102419092438e+00
9.199972361045183344e-01 2.246375903185096057e+00
9.299972060621761738e-01 2.272718084861384824e+00
9.399971760198342352e-01 2.243167829949013647e+00
9.499971459774918525e-01 2.253200165421657797e+00
9.599971159351494698e-01 2.280380708035345538e+00
9.699970858928075312e-01 2.268505478712051548e+00
9.799970558504653706e-01 2.248565738860842878e+00
9.899970258081229879e-01 2.204491684330933676e+00
9.999969957657806052e-01 2.352591160004256388e+00
