# hist edge err
2.304055865916678059e+01 3.562247890262444216e-03 1.629213527022325536e+01
2.323648705593966568e+01 5.298316906283712970e-03 1.341559205676802158e+01
7.002475948285607821e+00 1.172102297533480532e-02 4.951498228128452972e+00
3.165366775640750863e+00 2.592943797404666934e-02 2.238252311998171873e+00
6.467982961587037671e-01 1.268961003167923540e-01 4.573554612737242842e-01
8.697312398147079016e-01 1.887391822135097708e-01 4.348656199073539508e-01
4.385635564452844970e-01 2.807216203941178545e-01 2.532047873704446617e-01
3.931492789947153010e-01 4.175318936560404870e-01 1.965746394973576505e-01
3.964924751847590523e-01 6.210169418915616468e-01 1.618673751759635293e-01
1.777173780799149450e-01 9.236708571873865070e-01 8.885868903995747248e-02
1.194857473280497989e-01 1.373823795883263754e+00 5.974287366402489946e-02
1.004181749752873776e-01 2.043359717856943814e+00 4.490837308424216329e-02
