# w mse
3.000000000000000000e+00 4.316564739176473320e-02
5.000000000000000000e+00 1.133387138079740841e-01
9.000000000000000000e+00 2.773640764975260353e-01
1.700000000000000000e+01 6.053797149301752833e-01
3.300000000000000000e+01 1.248177763398810924e+00
6.500000000000000000e+01 2.477690757496969542e+00
1.290000000000000000e+02 4.743981315158065648e+00
2.570000000000000000e+02 8.605767272400301593e+00
5.130000000000000000e+02 1.392064974517830400e+01
1.025000000000000000e+03 2.296036558817168327e+01
2.049000000000000000e+03 4.043454938294766521e+01
