# w mse
3.000000000000000000e+00 3.178880909237720431e-02
5.000000000000000000e+00 6.251946574410438551e-02
9.000000000000000000e+00 1.448619427118666980e-01
1.700000000000000000e+01 3.139695425350448321e-01
3.300000000000000000e+01 6.524782676652658431e-01
6.500000000000000000e+01 1.327472021681938896e+00
1.290000000000000000e+02 2.708917809442400237e+00
2.570000000000000000e+02 5.156359553847811306e+00
5.130000000000000000e+02 8.862535449172090907e+00
1.025000000000000000e+03 1.442669576047524238e+01
2.049000000000000000e+03 2.315460082401259712e+01
4.097000000000000000e+03 2.438700581153017666e+01
