# drho_hcp drho_bcc ei ef ti tf avalancheSize
1.492788585169364524e-01 -4.138128966502918615e-02 2.111000000000000099e-01 2.162000000000000033e-01 2.111000000000000000e+03 2.162000000000000000e+03 3.362712543680771216e+00
1.075393640536503881e-02 -1.281383988904849502e-02 3.407999999999999918e-01 3.494999999999999774e-01 3.408000000000000000e+03 3.495000000000000000e+03 8.051439879284167489e+00
-1.607103638099260934e-02 4.692120221676532310e-03 3.980000000000000204e-01 4.007000000000000006e-01 3.980000000000000000e+03 4.007000000000000000e+03 4.423613274887113755e-01
1.436477821454218429e-02 -8.649142871036019642e-03 4.028999999999999804e-01 4.099999999999999756e-01 4.029000000000000000e+03 4.100000000000000000e+03 2.320500325568814137e+00
1.737670068848728988e-03 4.304470060390030994e-04 4.109999999999999765e-01 4.117000000000000104e-01 4.110000000000000000e+03 4.117000000000000000e+03 6.903372195609426554e-02
1.784107462469819438e-03 -3.555972606363866362e-04 4.431999999999999829e-01 4.440999999999999948e-01 4.432000000000000000e+03 4.441000000000000000e+03 1.052193448579347851e-01
-5.640014235382295738e-03 6.340317745241463854e-04 4.582999999999999852e-01 4.592999999999999861e-01 4.583000000000000000e+03 4.593000000000000000e+03 9.959861019461346832e-02
-5.009774844779713021e-04 -3.629685401165261283e-04 4.627999999999999892e-01 4.637000000000000011e-01 4.628000000000000000e+03 4.637000000000000000e+03 1.163587494720123433e-01
1.279751137371931691e-02 -1.479737446061335504e-03 4.643999999999999795e-01 4.657999999999999918e-01 4.644000000000000000e+03 4.658000000000000000e+03 2.468038601848880353e-01
-1.893703254438605654e-03 -2.549127307105436557e-03 4.660000000000000253e-01 4.748999999999999888e-01 4.660000000000000000e+03 4.749000000000000000e+03 2.948619930596795946e+00
-1.474687706092936423e-02 8.830236381527356571e-04 5.884000000000000341e-01 5.893000000000000460e-01 5.884000000000000000e+03 5.893000000000000000e+03 1.028819830429416604e-01
-1.418933560330515320e-02 1.026090110201494099e-03 5.911999999999999478e-01 5.926000000000000156e-01 5.912000000000000000e+03 5.926000000000000000e+03 1.644064849194443734e-01
-5.007140367274587334e-02 1.098497536537479391e-02 5.931999999999999496e-01 6.009999999999999787e-01 5.932000000000000000e+03 6.010000000000000000e+03 4.047329829092659814e+00
1.417229428221844501e-02 -1.144233479635659023e-03 6.024000000000000465e-01 6.030999999999999694e-01 6.024000000000000000e+03 6.031000000000000000e+03 7.736523606990906854e-02
-1.038463206316464493e-02 6.950381352908152621e-04 6.037000000000000144e-01 6.047000000000000153e-01 6.037000000000000000e+03 6.047000000000000000e+03 1.175098337581295671e-01
-4.018231943234695791e-03 3.741917133993410971e-03 6.367000000000000437e-01 6.373999999999999666e-01 6.367000000000000000e+03 6.374000000000000000e+03 7.362987176301384606e-02
3.626153223422079463e-03 -1.074122033583080338e-02 6.382999999999999785e-01 6.435999999999999499e-01 6.383000000000000000e+03 6.436000000000000000e+03 9.819109558215233236e-01
-5.929325657803019567e-03 -3.250445532785306568e-04 6.445999999999999508e-01 6.457000000000000517e-01 6.446000000000000000e+03 6.457000000000000000e+03 1.309092576370977923e-01
-2.892171221446915297e-05 -4.644023898094928882e-03 6.464999999999999636e-01 6.479000000000000314e-01 6.465000000000000000e+03 6.479000000000000000e+03 1.668535435262597511e-01
2.947654422655432427e-02 -8.081146045071818662e-03 6.480000000000000204e-01 6.516999999999999460e-01 6.480000000000000000e+03 6.517000000000000000e+03 5.961268739767437985e-01
3.220716982298199582e-03 -1.903247708639810298e-03 6.525999999999999579e-01 6.543999999999999817e-01 6.526000000000000000e+03 6.544000000000000000e+03 3.255861712531897822e-01
1.474186582811398694e-02 -2.541325865934140893e-03 6.552999999999999936e-01 6.562000000000000055e-01 6.553000000000000000e+03 6.562000000000000000e+03 1.286297734326540820e-01
9.965186418980920280e-04 7.743286524828363326e-03 7.267000000000000126e-01 7.286000000000000254e-01 7.267000000000000000e+03 7.286000000000000000e+03 4.055381198374130025e-01
8.818021107686035975e-04 2.672730689710078877e-03 7.291999999999999593e-01 7.328999999999999959e-01 7.292000000000000000e+03 7.329000000000000000e+03 7.857482739669467975e-01
-2.258422662424663940e-02 -8.128292735136710689e-04 7.339999999999999858e-01 7.375000000000000444e-01 7.340000000000000000e+03 7.375000000000000000e+03 6.031326670987813277e-01
-3.785896605620564515e-03 -1.569094045407837257e-03 7.379999999999999893e-01 7.388000000000000123e-01 7.380000000000000000e+03 7.388000000000000000e+03 7.274780219798948622e-02
-1.729948513968793122e-03 -7.647926111076230882e-05 7.429000000000000048e-01 7.433999999999999497e-01 7.429000000000000000e+03 7.434000000000000000e+03 4.371589916906333528e-02
-5.753421148654069839e-03 6.189753763123917452e-03 7.455000000000000515e-01 7.465000000000000524e-01 7.455000000000000000e+03 7.465000000000000000e+03 1.235487405837237818e-01
3.138841913141732221e-05 2.652256905548711075e-04 7.489000000000000101e-01 7.493999999999999551e-01 7.489000000000000000e+03 7.494000000000000000e+03 4.636016186798223165e-02
1.070709577618345065e-03 8.508539838203432737e-05 7.617000000000000437e-01 7.621999999999999886e-01 7.617000000000000000e+03 7.622000000000000000e+03 4.640430189797514759e-02
7.540264235217364330e-04 1.114694604666510713e-03 7.727000000000000535e-01 7.735999999999999543e-01 7.727000000000000000e+03 7.736000000000000000e+03 1.055868335523315327e-01
1.426770331511306722e-02 5.371901286252978025e-04 7.861000000000000210e-01 7.894999999999999796e-01 7.861000000000000000e+03 7.895000000000000000e+03 4.619332203821976401e-01
-3.233937445372703223e-03 3.062709816958886222e-03 7.925999999999999712e-01 7.936999999999999611e-01 7.926000000000000000e+03 7.937000000000000000e+03 1.915702495823149998e-01
1.016909108318486687e-02 -8.809703399833779258e-03 7.943000000000000060e-01 7.953000000000000069e-01 7.943000000000000000e+03 7.953000000000000000e+03 1.449609102504655911e-01
6.637654950054638903e-03 -2.698453920402243966e-03 7.981000000000000316e-01 7.993999999999999995e-01 7.981000000000000000e+03 7.994000000000000000e+03 1.736221062448763675e-01
