# w mse
3.000000000000000000e+00 3.849550910938370069e-03
5.000000000000000000e+00 4.541271238623184950e-03
9.000000000000000000e+00 6.507117070999194133e-03
1.700000000000000000e+01 8.973372758818157907e-03
3.300000000000000000e+01 2.149026944917498128e-02
6.500000000000000000e+01 6.277799548203259750e-02
1.290000000000000000e+02 1.889081800151295731e-01
2.570000000000000000e+02 5.265757363710846795e-01
5.130000000000000000e+02 1.400717608877127152e+00
1.025000000000000000e+03 3.407497356247633835e+00
2.049000000000000000e+03 4.962622877505011409e+00
4.097000000000000000e+03 5.190198130749791972e+00
8.193000000000000000e+03 8.799051817983935209e+00
