# w mse
3.000000000000000000e+00 5.502521946370491973e-04
5.000000000000000000e+00 1.404909603700509480e-03
9.000000000000000000e+00 2.720498858831283447e-03
1.700000000000000000e+01 4.484186664915625412e-03
3.300000000000000000e+01 9.499797432175988501e-03
6.500000000000000000e+01 2.431564464863616645e-02
1.290000000000000000e+02 6.924387116201964620e-02
2.570000000000000000e+02 2.215905492884761574e-01
5.130000000000000000e+02 6.756651582747645879e-01
1.025000000000000000e+03 1.832176981525554860e+00
2.049000000000000000e+03 4.097255987816944334e+00
4.097000000000000000e+03 6.888658376608533196e+00
8.193000000000000000e+03 9.995217164366358986e+00
