# w mse
3.000000000000000000e+00 3.316177992586967493e-03
5.000000000000000000e+00 4.195698158300555265e-03
9.000000000000000000e+00 7.818569182933344727e-03
1.700000000000000000e+01 1.748938003796535190e-02
3.300000000000000000e+01 5.196601440694680746e-02
6.500000000000000000e+01 1.589437771192115378e-01
1.290000000000000000e+02 4.670476572412704530e-01
2.570000000000000000e+02 1.190641726168486958e+00
5.130000000000000000e+02 2.372356936151329254e+00
1.025000000000000000e+03 3.822623372881700732e+00
2.049000000000000000e+03 4.907674460243930170e+00
4.097000000000000000e+03 6.404995910893104494e+00
8.193000000000000000e+03 8.700763266919505412e+00
