# w mse
3.000000000000000000e+00 9.095089002272629128e-04
5.000000000000000000e+00 3.168416545115506841e-03
9.000000000000000000e+00 1.099830014135577162e-02
1.700000000000000000e+01 3.911416524919528181e-02
3.300000000000000000e+01 1.349866113040690263e-01
6.500000000000000000e+01 4.132274067770048687e-01
1.290000000000000000e+02 1.077992954377710699e+00
2.570000000000000000e+02 2.997059257862488391e+00
5.130000000000000000e+02 8.105165585538408379e+00
1.025000000000000000e+03 1.769493621668930317e+01
2.049000000000000000e+03 2.526872005814898614e+01
4.097000000000000000e+03 2.407385835054860479e+01
8.193000000000000000e+03 3.529924062708285959e+01
