# drho_hcp drho_bcc avalancheSize
-5.428403831784220197e-08 -9.291899181607773797e-09 1.648770202395031026e+00
4.733515687144073021e-05 5.897482092638909323e-01 9.376378157875210562e+00
1.793214066443177823e-01 -3.180544697895696382e-01 2.332903346771879161e+00
3.745423417566395852e-03 -3.442244678296207949e-03 5.496663689085125315e-02
-2.363311228071357517e-01 7.825348178076368955e-03 1.492013262163323617e+01
3.527077224354745466e-01 -4.510889438465728873e-02 1.001170246359364668e+01
-1.123934368423398222e-01 1.536296240264028437e-03 1.811812968400931645e+00
-1.401656126930086732e-01 1.873517839816145336e-02 8.797987164339659216e+00
-5.388274076388310796e-03 4.051840883999499598e-04 5.772916935662957688e-02
-4.437465137076684885e-03 -4.611116580469001164e-03 8.509571561367660353e-01
-8.681805887758298201e-04 -4.799829220128518092e-04 1.038934519976978110e-01
2.533984815966838777e-03 -1.537231555393925309e-03 9.229325846007188638e-02
1.602443636365774582e-03 1.004893818201613859e-03 1.196195002425548271e-01
2.396877067846969744e-03 -2.259269738764321800e-03 1.512499697166145851e-01
-3.903652127367318592e-03 3.566137247250460163e-04 7.309194770371854610e-02
-4.312312064326390137e-03 1.038712097508890514e-03 4.009301259691864239e-01
6.025330215576329973e-04 1.808390750269294606e-03 1.508141012491865385e-01
