# w mse
3.000000000000000000e+00 0.000000000000000000e+00
5.000000000000000000e+00 1.614564222958345769e-03
9.000000000000000000e+00 5.443193833585757528e-03
1.700000000000000000e+01 1.466919271156394249e-02
3.300000000000000000e+01 3.603628611411070770e-02
6.500000000000000000e+01 8.162357410742844543e-02
1.290000000000000000e+02 1.776065802735646848e-01
2.570000000000000000e+02 3.774791238938322580e-01
5.130000000000000000e+02 7.991691858753796618e-01
1.025000000000000000e+03 1.663746501191084137e+00
2.049000000000000000e+03 3.029393011998730678e+00
4.097000000000000000e+03 6.190013114153957829e+00
8.193000000000000000e+03 1.084922604171748262e+01
