# w mse
3.000000000000000000e+00 5.454157772171975074e-03
5.000000000000000000e+00 7.365349503286890663e-03
9.000000000000000000e+00 1.603044093768703215e-02
1.700000000000000000e+01 4.014896570881844318e-02
3.300000000000000000e+01 9.819922290913482565e-02
6.500000000000000000e+01 2.333704264108473203e-01
1.290000000000000000e+02 5.346779039921761845e-01
2.570000000000000000e+02 1.178107367800396821e+00
5.130000000000000000e+02 2.382569659526045047e+00
1.025000000000000000e+03 5.208669948235642444e+00
2.049000000000000000e+03 6.965569442746901707e+00
4.097000000000000000e+03 8.005810255606149894e+00
8.193000000000000000e+03 1.096871026478598488e+01
