# itime ezz other fcc hcp bcc cubicDiamond hexDiamond
1.100000000000000000e+05 1.099089202460244372e-02 1.205311355311355359e-01 8.794688644688645196e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.110000000000000000e+06 1.109080922482610226e-01 2.759890109890109633e-01 5.046886446886447164e-01 2.193223443223443203e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.110000000000000000e+06 2.108252924719196120e-01 3.250366300366300254e-01 4.386446886446886406e-01 2.363186813186813062e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.110000000000000000e+06 3.107424926955781874e-01 2.956593406593406859e-01 4.767765567765567813e-01 2.275641025641025605e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.110000000000000000e+06 4.106596929192367629e-01 2.893223443223443270e-01 4.544322344322344054e-01 2.562454212454212676e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.110000000000000000e+06 5.105768931428953383e-01 2.768498168498168543e-01 4.952930402930402765e-01 2.278571428571428692e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.110000000000000000e+06 6.104940933665539138e-01 2.771062271062271209e-01 5.040476190476190776e-01 2.188461538461538569e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.110000000000000000e+06 7.104112935902124892e-01 2.715934065934065833e-01 4.834249084249084283e-01 2.449816849816849884e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.110000000000000000e+06 8.103284938138710647e-01 2.868498168498168632e-01 4.518864468864469131e-01 2.612637362637362792e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
9.110000000000000000e+06 9.102456940375296401e-01 2.606043956043955778e-01 4.577838827838827673e-01 2.816117216117215993e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.011000000000000000e+07 1.010162894261188216e+00 2.937912087912087911e-01 3.823626373626373698e-01 3.238461538461538392e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
